UID,MID,StartTime,EndTime
3106,3524,2022-06-21 06:36:29,2022-06-21 07:55:34
3541,4861,2025-03-16 02:34:36,2025-03-16 03:27:15
2530,310,2022-03-02 03:03:47,2022-03-02 03:19:01
3945,8725,2021-06-21 19:27:23,2021-06-21 20:47:43
169,4597,2024-02-17 18:33:59,2024-02-17 19:21:37
2090,385,2025-02-20 01:17:43,2025-02-20 02:08:15
4501,2800,2020-05-04 19:02:13,2020-05-04 19:11:26
4984,2166,2024-08-18 21:16:16,2024-08-18 22:04:58
2231,4579,2024-03-06 13:13:17,2024-03-06 13:48:00
3465,1538,2019-08-14 18:04:49,2019-08-14 20:03:30
567,6995,2003-01-01 00:48:32,2003-01-01 01:32:56
844,4310,2018-09-04 05:02:30,2018-09-04 07:02:53
291,3423,2024-02-06 03:16:08,2024-02-06 03:54:26
2182,7476,2025-03-07 10:44:46,2025-03-07 12:04:18
3048,6987,2021-10-16 08:41:52,2021-10-16 08:55:59
2826,2572,2018-05-09 16:15:20,2018-05-09 17:10:50
367,2392,2005-12-06 03:01:01,2005-12-06 04:12:33
1179,7356,2024-01-06 14:31:11,2024-01-06 15:13:21
3399,5395,2025-02-01 16:49:31,2025-02-01 17:08:22
191,8611,2024-09-23 06:16:28,2024-09-23 07:19:25
4161,6094,2025-03-16 10:09:50,2025-03-16 10:31:38
4104,7686,2023-01-27 19:26:10,2023-01-27 20:09:27
2146,8160,2021-04-19 04:23:46,2021-04-19 05:50:02
3894,6500,2025-02-17 06:16:57,2025-02-17 07:13:08
3648,8237,2018-12-20 00:46:50,2018-12-20 02:14:37
2168,4595,2018-06-07 07:52:36,2018-06-07 08:57:39
4050,1949,2024-10-22 14:47:47,2024-10-22 16:10:03
1256,4704,2024-04-13 05:32:40,2024-04-13 07:05:03
1509,3637,2023-04-14 06:03:07,2023-04-14 07:15:22
1253,3949,2024-12-20 01:36:34,2024-12-20 03:21:00
3943,8657,2022-03-06 15:31:40,2022-03-06 16:53:38
2126,2779,2024-05-23 08:37:39,2024-05-23 09:04:22
454,1386,2021-07-01 08:19:10,2021-07-01 08:32:32
4059,1276,2017-02-02 02:06:49,2017-02-02 02:54:25
4246,8129,2023-05-25 16:54:46,2023-05-25 17:54:01
518,6667,2024-08-31 09:49:30,2024-08-31 12:00:50
1008,4419,2023-02-24 00:46:03,2023-02-24 02:31:03
3321,5741,2009-06-17 05:38:17,2009-06-17 07:11:32
3951,4025,2024-08-06 12:24:41,2024-08-06 12:58:08
1861,1884,2022-08-29 13:15:46,2022-08-29 13:31:26
2426,3676,2021-05-30 03:15:02,2021-05-30 03:38:27
3281,1760,2021-02-22 16:19:13,2021-02-22 17:31:38
2265,4565,2025-01-29 11:14:49,2025-01-29 13:00:27
4655,8147,2023-08-04 00:11:25,2023-08-04 01:23:47
3665,3301,2021-07-16 00:50:15,2021-07-16 01:03:33
3771,8278,2024-11-23 13:58:45,2024-11-23 14:21:27
2570,1052,2023-11-01 20:02:29,2023-11-01 21:10:36
1063,3336,2024-07-12 20:45:02,2024-07-12 21:02:25
4843,1269,1953-07-20 12:47:11,1953-07-20 14:06:44
4328,6728,2024-10-15 22:09:29,2024-10-15 23:49:25
2189,1910,2025-03-04 02:40:28,2025-03-04 04:48:45
3086,4532,2023-05-16 11:47:23,2023-05-16 13:19:12
1902,7409,2019-12-08 18:16:55,2019-12-08 19:48:02
467,6830,2023-04-18 08:24:59,2023-04-18 09:33:51
1923,5922,2022-10-26 01:05:34,2022-10-26 02:13:05
4854,5301,2023-08-23 05:21:59,2023-08-23 07:21:54
3979,5225,2018-01-03 03:02:43,2018-01-03 03:22:28
4623,1000,2025-03-09 18:21:56,2025-03-09 19:07:50
518,6556,2022-07-07 11:24:35,2022-07-07 12:45:42
2818,8643,2025-01-21 18:59:47,2025-01-21 19:40:43
3256,3784,2024-02-04 09:01:56,2024-02-04 10:54:11
1440,8154,2019-04-23 03:28:02,2019-04-23 04:43:05
405,4123,2017-08-15 20:50:05,2017-08-15 21:03:39
3642,7970,2022-10-11 19:51:38,2022-10-11 20:15:27
4211,6790,2024-04-07 20:53:18,2024-04-07 22:08:39
3673,689,2022-01-22 16:08:13,2022-01-22 18:02:43
1746,3888,2024-07-30 05:33:54,2024-07-30 06:25:50
3492,7544,2016-01-25 12:38:41,2016-01-25 13:10:19
3415,5084,2021-05-01 13:35:17,2021-05-01 14:25:32
4509,1658,2024-09-01 05:07:31,2024-09-01 05:29:33
4819,5113,2025-03-06 10:06:21,2025-03-06 11:52:17
1784,5763,2022-06-14 16:32:20,2022-06-14 18:14:14
4908,1136,2006-09-04 07:06:51,2006-09-04 08:14:31
2486,5567,2025-01-25 10:33:58,2025-01-25 11:17:40
96,8689,2022-01-06 14:58:53,2022-01-06 16:21:04
4214,5641,2015-03-21 06:02:47,2015-03-21 06:58:57
2527,2217,2020-05-10 10:17:04,2020-05-10 10:42:04
2946,4063,2017-07-12 11:40:35,2017-07-12 12:17:40
2173,5349,2023-05-19 06:42:46,2023-05-19 08:41:32
1696,1790,2021-11-16 02:15:56,2021-11-16 02:57:21
3579,643,2024-12-24 00:58:54,2024-12-24 02:28:32
1551,3525,2019-04-26 16:35:40,2019-04-26 18:29:10
3995,1792,2019-06-24 00:50:04,2019-06-24 01:26:56
2300,365,2024-06-14 11:33:55,2024-06-14 13:19:05
2781,5107,2025-04-23 00:17:08,2025-04-23 01:44:58
2256,8268,2021-12-28 13:28:30,2021-12-28 13:56:27
4587,5240,2017-04-07 21:35:25,2017-04-07 22:02:57
4085,2609,2019-07-31 17:48:41,2019-07-31 19:15:36
4518,6858,2022-01-08 16:06:20,2022-01-08 17:26:21
4236,2450,2024-03-26 20:56:35,2024-03-26 21:21:58
394,64,2019-11-11 14:46:17,2019-11-11 15:46:30
2631,2807,2022-01-08 15:07:26,2022-01-08 15:18:38
4351,820,2024-02-08 06:02:41,2024-02-08 07:38:39
937,3136,2024-12-12 22:00:14,2024-12-13 00:02:13
2130,7172,2025-02-07 00:32:03,2025-02-07 02:24:09
4773,4720,2015-03-25 21:07:03,2015-03-25 21:41:43
1284,5514,2024-09-01 10:56:15,2024-09-01 12:11:36
1270,4075,2005-07-16 01:56:55,2005-07-16 03:04:29
4535,2945,2012-11-20 00:46:39,2012-11-20 02:10:59
4487,4030,2024-02-07 06:55:23,2024-02-07 08:20:54
1589,1597,2025-03-04 15:27:02,2025-03-04 17:10:27
4906,5391,2022-11-30 13:33:03,2022-11-30 15:03:18
2169,2846,2013-09-23 11:36:32,2013-09-23 12:46:24
2896,5214,1988-08-09 04:48:22,1988-08-09 05:00:04
4031,5605,2018-01-27 23:09:30,2018-01-27 23:59:47
474,7343,2023-09-01 12:53:16,2023-09-01 13:19:40
2472,2472,2022-02-02 23:07:06,2022-02-02 23:27:33
684,7968,2022-05-29 11:33:51,2022-05-29 11:48:44
4988,5157,2023-06-18 01:55:29,2023-06-18 03:19:14
401,7141,2015-05-15 19:31:33,2015-05-15 21:12:04
418,2073,2024-08-20 07:19:10,2024-08-20 08:41:52
2940,460,2023-07-25 06:47:48,2023-07-25 08:07:56
773,2149,2023-11-15 11:29:24,2023-11-15 12:48:48
1116,4661,2008-08-09 10:35:12,2008-08-09 11:55:47
2861,6671,2020-02-11 10:07:21,2020-02-11 11:30:23
3822,8637,2024-07-21 08:14:13,2024-07-21 09:05:37
4978,6287,2022-05-18 01:29:02,2022-05-18 02:39:20
857,3505,2021-11-20 02:53:08,2021-11-20 04:42:24
4958,3667,2024-01-08 15:38:29,2024-01-08 17:32:24
3616,8209,2025-03-11 12:07:19,2025-03-11 13:08:16
3741,6830,2024-05-09 11:19:21,2024-05-09 12:02:30
3486,3067,2024-12-04 04:37:58,2024-12-04 06:55:29
4371,3117,2025-04-01 15:01:27,2025-04-01 15:15:46
109,8338,2025-04-16 04:45:27,2025-04-16 05:42:31
2434,6159,2024-01-21 04:02:54,2024-01-21 04:16:15
2847,7756,2024-01-25 17:12:07,2024-01-25 19:05:14
4458,2409,2020-12-26 10:56:02,2020-12-26 12:47:32
1555,1522,2023-04-03 11:20:06,2023-04-03 11:43:36
1359,7176,2025-02-26 21:37:53,2025-02-26 22:15:46
1352,6242,2024-09-09 17:05:57,2024-09-09 17:59:50
3694,853,1986-05-24 01:50:24,1986-05-24 03:21:44
3322,5372,2023-08-21 02:28:44,2023-08-21 03:00:10
1209,6714,2005-08-08 17:17:29,2005-08-08 17:34:13
1278,5956,2024-10-18 22:27:30,2024-10-18 22:44:01
3281,152,2024-01-04 15:20:50,2024-01-04 16:58:45
2377,5053,2022-09-20 10:52:22,2022-09-20 11:23:57
1858,6126,1987-07-05 13:08:25,1987-07-05 13:35:48
2564,7773,2022-09-08 01:55:51,2022-09-08 02:33:31
547,1188,2025-11-20 15:19:24,2025-11-20 15:47:49
2048,8645,2020-06-22 22:41:08,2020-06-22 23:48:56
4450,6841,2023-03-29 23:12:44,2023-03-30 00:31:33
1872,836,2022-03-08 02:02:08,2022-03-08 02:47:58
2271,3862,2024-02-15 23:38:41,2024-02-16 00:24:40
2002,1537,2024-01-11 00:35:51,2024-01-11 01:14:30
4939,7719,2020-11-25 15:17:56,2020-11-25 15:49:34
4828,5494,2023-08-15 07:02:28,2023-08-15 08:02:54
2375,6691,2020-01-05 23:13:07,2020-01-06 00:47:17
3500,3794,2018-10-16 11:44:15,2018-10-16 12:39:59
4940,6249,2024-11-30 17:37:03,2024-11-30 18:58:25
2836,7406,2023-04-12 19:16:48,2023-04-12 19:23:58
2089,6171,2021-01-21 00:32:38,2021-01-21 00:51:43
4060,3893,2025-01-09 15:43:05,2025-01-09 16:08:22
1122,3083,2023-01-12 04:15:59,2023-01-12 06:10:31
2198,5298,2023-10-20 06:36:54,2023-10-20 07:25:38
2529,2725,2025-01-08 12:29:06,2025-01-08 14:01:32
3712,95,2025-01-02 01:19:37,2025-01-02 02:30:03
542,7510,2023-12-24 22:15:13,2023-12-24 23:10:23
4991,2767,2025-12-30 22:09:46,2025-12-30 23:49:00
879,6045,1994-03-24 20:43:48,1994-03-24 21:24:44
1534,8785,2019-04-04 22:43:32,2019-04-04 22:52:06
1383,4112,2024-04-23 20:50:45,2024-04-23 21:47:52
4371,5397,2021-03-21 00:25:14,2021-03-21 00:41:00
2466,7999,2020-08-13 21:57:00,2020-08-13 23:05:55
3817,927,2006-12-13 23:30:58,2006-12-14 00:06:56
4529,7598,2024-12-07 18:51:21,2024-12-07 20:33:38
2310,8250,2024-08-05 13:55:30,2024-08-05 15:33:44
2266,3665,2021-10-01 12:08:53,2021-10-01 13:41:07
4836,2223,2023-12-23 05:38:58,2023-12-23 06:34:17
3253,357,2006-08-12 14:53:56,2006-08-12 15:50:18
4881,8050,2019-01-26 19:38:51,2019-01-26 20:03:33
4087,7779,2023-02-08 03:33:23,2023-02-08 03:47:48
2010,6559,2022-01-29 22:58:15,2022-01-29 23:30:21
4579,1109,2005-01-07 02:09:51,2005-01-07 03:04:02
1074,4372,2021-04-14 03:57:19,2021-04-14 04:52:08
3424,4409,2024-11-27 12:46:13,2024-11-27 13:31:11
662,6016,2024-08-25 11:32:59,2024-08-25 12:41:10
2491,4227,2018-04-15 06:53:37,2018-04-15 07:10:35
447,4182,2024-08-02 03:30:35,2024-08-02 04:01:51
964,6616,2021-05-09 05:25:22,2021-05-09 06:15:22
3495,6789,2025-02-02 16:17:05,2025-02-02 17:46:31
2182,1835,2019-04-17 19:53:41,2019-04-17 20:52:50
3740,3989,2024-07-11 02:50:57,2024-07-11 03:11:57
3018,4571,2023-07-18 14:51:44,2023-07-18 16:27:39
953,8709,2019-03-15 14:08:28,2019-03-15 15:23:37
1980,401,2023-12-16 01:24:43,2023-12-16 02:21:32
4928,8683,2020-11-20 00:27:17,2020-11-20 00:41:22
2207,6409,2023-03-23 05:58:13,2023-03-23 07:07:34
3924,5796,2019-06-25 09:38:59,2019-06-25 10:06:42
1520,3064,2024-08-18 04:23:36,2024-08-18 05:59:50
4200,1062,2022-01-15 14:39:37,2022-01-15 15:34:50
4635,8304,2024-01-19 20:15:53,2024-01-19 21:43:21
1287,3794,2012-01-13 08:08:59,2012-01-13 09:45:10
4903,7225,2022-10-25 14:43:14,2022-10-25 15:45:17
4175,6606,2018-03-31 17:37:50,2018-03-31 18:09:21
1929,4052,2008-11-06 22:07:07,2008-11-06 23:01:54
3908,1433,2020-03-09 00:23:14,2020-03-09 02:01:08
981,1511,2020-03-28 07:03:28,2020-03-28 07:59:54
2142,4347,2021-04-22 22:56:13,2021-04-23 00:02:26
3273,6360,2022-02-17 01:34:50,2022-02-17 02:27:02
1006,7372,2024-08-20 09:08:34,2024-08-20 09:30:00
2362,5845,2024-05-19 06:51:25,2024-05-19 08:07:29
370,6739,2025-01-25 18:01:56,2025-01-25 18:27:29
1738,4588,2006-07-21 21:00:39,2006-07-21 22:41:41
3018,4331,2021-03-31 18:49:27,2021-03-31 18:59:56
2640,2063,2016-12-22 17:31:42,2016-12-22 18:05:04
2594,4673,2021-04-26 09:53:40,2021-04-26 11:24:40
1499,7749,1993-04-27 14:23:00,1993-04-27 15:42:35
2673,5562,2022-09-22 22:55:56,2022-09-22 23:17:07
4523,5336,2015-12-29 17:15:32,2015-12-29 18:19:05
1531,50,2002-09-24 21:45:26,2002-09-25 00:01:12
4646,2993,2025-03-04 00:08:27,2025-03-04 00:25:29
3594,3347,2024-05-20 18:49:27,2024-05-20 19:21:59
3550,5306,2022-10-26 04:34:52,2022-10-26 04:52:33
1736,816,2021-04-10 09:24:53,2021-04-10 10:01:05
494,8148,2020-08-31 20:07:48,2020-08-31 21:33:52
931,6568,2015-11-04 00:24:00,2015-11-04 01:04:35
2452,4492,2025-03-16 02:04:49,2025-03-16 02:27:30
4544,8461,2022-03-11 22:44:39,2022-03-12 00:01:13
757,1230,2011-07-24 21:35:20,2011-07-24 21:56:25
440,6215,2022-06-01 05:57:40,2022-06-01 06:28:18
4814,235,2020-09-22 02:44:41,2020-09-22 04:04:52
4859,5345,2022-12-10 15:21:45,2022-12-10 16:03:20
1052,2739,2018-11-22 15:06:38,2018-11-22 15:45:21
2491,4153,2020-07-28 06:55:45,2020-07-28 08:08:49
3982,4801,2022-01-17 19:42:33,2022-01-17 20:09:58
53,3360,2023-04-27 16:10:05,2023-04-27 17:33:21
1259,918,2021-10-24 09:19:17,2021-10-24 10:09:29
436,4082,2022-04-05 14:44:15,2022-04-05 15:46:39
1828,6477,2023-05-23 08:23:38,2023-05-23 09:54:53
3987,2276,2021-02-02 19:46:33,2021-02-02 20:00:55
3525,861,2022-08-27 04:35:26,2022-08-27 04:56:51
4768,6869,2020-11-04 06:09:10,2020-11-04 06:26:45
4642,7953,2024-02-10 11:36:46,2024-02-10 11:46:29
3138,2319,2023-02-06 12:34:10,2023-02-06 13:49:58
1792,3996,2011-03-11 19:57:19,2011-03-11 20:36:34
2017,562,2023-07-02 00:07:24,2023-07-02 01:36:59
1965,1109,2025-01-18 18:11:43,2025-01-18 19:08:35
2135,1329,2024-09-05 12:57:15,2024-09-05 14:21:54
1293,6847,2025-05-24 16:25:27,2025-05-24 17:15:11
3573,7697,2023-03-21 13:34:51,2023-03-21 14:15:53
992,127,2023-07-09 03:07:34,2023-07-09 04:32:41
2390,5186,2024-09-29 02:38:11,2024-09-29 04:14:07
2689,4543,2025-02-13 04:35:00,2025-02-13 05:36:56
953,7671,2025-12-12 09:24:01,2025-12-12 10:52:12
2548,2161,2025-03-14 15:42:42,2025-03-14 16:45:25
1652,3077,2023-09-30 02:52:59,2023-09-30 04:26:30
225,6312,2023-01-24 10:49:24,2023-01-24 12:07:07
2797,2962,2025-03-14 12:10:35,2025-03-14 12:24:40
1033,7877,2025-09-01 02:50:32,2025-09-01 03:24:00
1404,6710,2024-05-28 09:30:57,2024-05-28 10:35:46
2342,3545,2025-04-14 15:44:51,2025-04-14 15:55:33
770,2523,2021-07-25 15:31:50,2021-07-25 17:48:39
3577,804,2022-07-07 02:39:32,2022-07-07 03:12:20
836,2083,2021-11-22 02:41:20,2021-11-22 04:12:37
109,5655,2022-10-21 15:02:47,2022-10-21 15:26:23
67,3689,2014-02-20 13:20:24,2014-02-20 14:47:38
2858,5366,2001-12-12 02:00:27,2001-12-12 03:07:24
1744,3363,2025-10-12 14:30:04,2025-10-12 14:53:47
658,1479,2002-10-28 21:58:23,2002-10-28 23:58:13
1466,5028,2025-02-23 05:03:07,2025-02-23 05:18:54
299,343,2013-09-25 16:18:27,2013-09-25 17:45:50
3306,7814,2025-03-14 04:31:09,2025-03-14 04:59:23
1848,2921,2022-10-03 07:38:34,2022-10-03 09:21:46
2616,3662,2023-08-01 04:55:08,2023-08-01 07:29:19
3964,2132,2022-12-09 14:33:15,2022-12-09 15:15:57
2979,2023,2025-03-31 13:33:24,2025-03-31 14:11:59
4415,5398,2019-09-24 14:48:05,2019-09-24 16:06:32
3573,8040,2018-05-27 13:50:27,2018-05-27 14:22:18
4453,2678,2025-06-18 06:21:18,2025-06-18 07:37:51
4067,2269,2022-12-04 03:12:01,2022-12-04 04:53:50
3236,5298,2020-08-17 14:33:13,2020-08-17 15:58:30
2833,2648,2023-01-03 19:34:59,2023-01-03 20:32:38
4415,7844,2024-05-16 21:33:45,2024-05-16 22:04:15
2767,3872,2024-09-14 00:59:36,2024-09-14 02:01:34
2267,3617,2021-12-03 08:16:01,2021-12-03 08:56:08
2602,4318,2021-10-24 15:30:24,2021-10-24 17:17:31
1595,1659,2025-03-12 08:37:24,2025-03-12 09:07:53
1147,7904,2025-08-06 21:13:41,2025-08-06 21:28:13
4566,4765,2025-02-28 19:52:51,2025-02-28 20:49:55
2909,511,2011-11-21 22:55:31,2011-11-22 00:36:22
414,891,2019-11-23 23:55:56,2019-11-24 00:18:50
3356,2422,2018-11-27 08:03:51,2018-11-27 09:44:58
1928,5239,2014-11-02 11:10:44,2014-11-02 12:35:58
2695,502,2018-02-27 05:10:53,2018-02-27 05:51:41
1746,664,2015-03-02 06:14:15,2015-03-02 08:22:14
3558,7541,2007-08-01 03:44:15,2007-08-01 04:10:52
3095,3624,2025-01-23 16:19:48,2025-01-23 16:33:30
1919,2864,1970-05-04 17:07:38,1970-05-04 19:05:02
2954,7633,2023-07-14 17:04:14,2023-07-14 17:38:53
498,6066,2021-10-25 23:47:44,2021-10-26 01:19:07
326,7239,2015-07-18 23:41:57,2015-07-19 01:00:30
2242,3579,2024-07-18 04:01:25,2024-07-18 05:19:49
3840,1935,2022-06-10 19:01:46,2022-06-10 20:27:08
3203,931,2020-03-21 09:47:41,2020-03-21 10:04:19
3199,995,2021-05-30 10:19:20,2021-05-30 11:16:36
3554,3609,2025-02-16 02:21:03,2025-02-16 03:03:59
506,7268,2022-02-10 15:12:48,2022-02-10 15:37:17
154,1651,2019-04-20 10:14:28,2019-04-20 11:40:21
2687,4014,2025-12-02 06:58:50,2025-12-02 08:20:21
4447,3235,2023-11-17 12:21:21,2023-11-17 12:36:00
160,7275,2023-06-15 18:19:13,2023-06-15 18:31:03
247,8241,2015-05-28 19:21:13,2015-05-28 20:49:17
2901,2340,2022-11-02 12:57:21,2022-11-02 15:19:22
1708,2707,2023-03-31 19:21:43,2023-03-31 19:45:36
3753,969,2020-04-11 02:03:35,2020-04-11 03:47:21
2146,6654,2022-12-31 10:18:31,2022-12-31 11:33:16
4947,3736,2025-01-13 20:53:18,2025-01-13 21:40:55
1199,6668,2023-09-05 03:08:06,2023-09-05 04:03:17
1986,1807,2021-05-27 22:34:26,2021-05-27 22:45:23
941,1317,2024-07-19 03:45:16,2024-07-19 04:57:52
3874,6436,2025-02-18 23:05:50,2025-02-19 00:03:22
1747,5503,1971-01-27 04:43:51,1971-01-27 06:02:28
1197,4781,2020-09-07 02:10:22,2020-09-07 03:27:25
2350,5360,2024-12-31 15:15:12,2024-12-31 16:05:59
1539,8729,2012-04-28 01:31:16,2012-04-28 01:45:57
656,5441,2019-04-07 20:43:54,2019-04-07 21:04:06
641,4991,2017-05-30 07:17:47,2017-05-30 08:34:48
419,2140,2023-06-07 12:18:45,2023-06-07 13:30:49
3420,2671,1999-08-23 01:58:45,1999-08-23 02:26:03
3099,4882,2018-08-17 02:44:57,2018-08-17 04:04:45
20,146,2022-11-22 15:09:01,2022-11-22 15:56:41
4051,3778,2023-11-29 05:56:18,2023-11-29 05:57:53
2323,6233,2025-01-01 01:10:31,2025-01-01 01:54:56
369,3147,2018-11-29 17:01:03,2018-11-29 18:37:45
4537,1644,2017-03-12 08:51:25,2017-03-12 09:40:09
4132,7987,2024-11-23 19:33:26,2024-11-23 21:10:55
3518,4581,2025-12-05 14:58:23,2025-12-05 17:00:50
3744,5195,1952-12-02 06:43:48,1952-12-02 07:07:24
4646,4383,2023-11-03 01:14:38,2023-11-03 01:48:53
2733,318,2023-06-18 23:47:49,2023-06-19 00:57:04
1510,6243,2024-10-22 02:43:24,2024-10-22 03:12:03
1748,6405,2025-01-02 15:39:58,2025-01-02 16:23:28
2105,3571,2021-09-13 00:52:18,2021-09-13 01:54:32
3418,2737,2015-12-01 15:44:29,2015-12-01 17:11:16
2004,6789,2022-03-08 18:52:50,2022-03-08 20:02:54
3796,8334,2021-02-14 23:55:39,2021-02-15 02:07:19
1814,1342,2008-04-26 07:32:10,2008-04-26 09:03:16
3351,2929,2024-09-06 02:45:22,2024-09-06 03:14:02
1135,6773,2024-02-23 16:04:31,2024-02-23 17:04:24
4564,7367,2025-03-17 21:07:04,2025-03-17 21:32:45
2872,361,2004-01-07 20:11:45,2004-01-07 20:39:34
2909,4868,2025-09-02 13:01:13,2025-09-02 13:54:46
4753,5061,2024-12-07 23:38:15,2024-12-08 00:20:52
626,290,1995-03-03 01:29:09,1995-03-03 02:59:27
863,7453,2022-03-07 03:25:18,2022-03-07 03:37:51
3711,79,1971-02-22 14:31:04,1971-02-22 16:47:23
786,7877,2013-09-27 11:09:06,2013-09-27 11:24:50
1025,2012,2019-09-23 12:02:15,2019-09-23 12:53:07
4096,4137,2025-06-30 11:04:49,2025-06-30 12:44:23
3090,3180,2019-12-14 01:32:06,2019-12-14 01:46:19
696,8617,2024-04-24 00:21:33,2024-04-24 01:22:03
4423,2548,2018-12-30 06:09:48,2018-12-30 07:33:30
675,1151,2019-10-30 00:49:59,2019-10-30 01:50:59
1002,6078,2022-11-04 22:22:45,2022-11-04 23:31:03
1732,7210,2007-04-12 21:53:39,2007-04-12 22:40:23
1866,2268,2024-10-14 18:08:27,2024-10-14 19:54:32
40,7467,2021-04-22 08:29:08,2021-04-22 09:48:10
4104,841,2025-03-23 22:12:01,2025-03-23 23:17:34
1236,3468,2023-07-18 11:54:36,2023-07-18 14:15:05
611,3235,2024-03-01 18:36:55,2024-03-01 19:00:45
1244,8412,2023-10-25 06:53:00,2023-10-25 07:52:17
3339,5574,2023-09-27 17:20:53,2023-09-27 17:45:01
4721,5214,2023-10-08 06:41:44,2023-10-08 07:15:40
2656,1990,2025-12-18 04:04:13,2025-12-18 05:42:44
2050,6411,2010-03-03 22:40:19,2010-03-04 00:21:37
628,3362,2023-05-23 01:33:31,2023-05-23 02:22:27
3669,5381,2024-08-31 09:35:41,2024-08-31 11:06:42
3452,4593,2025-05-28 04:58:00,2025-05-28 06:16:07
1051,8233,2022-11-02 21:38:00,2022-11-02 22:46:29
4472,3064,2024-09-17 04:01:02,2024-09-17 04:58:41
4553,5252,2007-08-08 09:47:43,2007-08-08 11:05:44
2408,4422,2025-03-10 20:59:31,2025-03-10 22:10:15
341,4198,2025-03-16 02:50:27,2025-03-16 04:17:10
2165,3430,2023-04-04 13:57:29,2023-04-04 14:48:36
4418,5471,2022-01-05 23:00:27,2022-01-05 23:23:32
2426,2988,2023-11-07 02:45:08,2023-11-07 03:02:23
3957,888,2024-01-18 12:11:17,2024-01-18 12:34:42
1593,5249,2022-10-20 15:24:32,2022-10-20 15:37:48
236,8160,2023-03-23 16:02:47,2023-03-23 17:09:13
1187,2582,2020-06-11 22:00:50,2020-06-11 23:07:51
3524,4945,1963-07-14 20:50:24,1963-07-14 21:21:49
194,7227,2022-05-09 08:13:39,2022-05-09 08:42:52
2784,4659,2025-02-02 09:33:58,2025-02-02 10:47:05
4250,8384,2022-09-02 05:48:56,2022-09-02 06:31:03
2537,1360,2023-01-02 14:35:51,2023-01-02 15:13:07
974,1880,2022-05-21 00:22:03,2022-05-21 00:45:00
3154,3438,2002-02-05 20:10:55,2002-02-05 20:54:12
1040,3614,2011-11-12 09:53:32,2011-11-12 11:37:04
638,8161,2022-05-28 21:48:14,2022-05-28 22:08:20
1715,5164,2023-05-30 14:13:45,2023-05-30 14:42:06
4870,1737,2013-02-13 03:19:35,2013-02-13 03:40:01
1327,5408,2023-12-17 08:46:26,2023-12-17 10:45:03
1335,1606,2025-02-24 17:41:31,2025-02-24 19:18:29
2056,4211,2023-10-13 23:22:50,2023-10-14 00:15:55
3450,5503,2016-01-03 19:29:03,2016-01-03 20:02:11
1693,5205,2021-05-03 08:58:08,2021-05-03 09:54:10
3983,6042,2023-08-09 19:27:08,2023-08-09 20:45:29
997,7174,2024-02-03 09:28:29,2024-02-03 11:00:16
4764,5378,2024-01-09 20:39:54,2024-01-09 22:07:31
3936,7338,2019-10-11 03:58:10,2019-10-11 06:28:34
3973,3345,1999-05-15 05:48:07,1999-05-15 06:34:20
3098,8190,1984-09-24 12:51:33,1984-09-24 13:04:32
2214,5493,2022-10-05 09:44:05,2022-10-05 10:15:37
2579,1571,2025-06-30 00:29:08,2025-06-30 02:16:11
1852,5728,2021-06-23 19:26:38,2021-06-23 20:04:54
543,3885,2013-04-29 00:36:39,2013-04-29 01:09:37
4435,1446,2024-05-27 01:42:36,2024-05-27 02:42:24
3899,504,2021-01-16 03:11:36,2021-01-16 04:33:31
4901,8491,2023-11-18 03:32:34,2023-11-18 03:48:34
3713,6775,2024-05-17 05:47:57,2024-05-17 06:32:14
3154,41,2021-09-20 23:41:36,2021-09-21 00:59:34
2269,3570,2025-01-14 04:40:38,2025-01-14 05:47:51
970,2293,2020-11-08 20:23:50,2020-11-08 20:55:30
2049,6767,2008-09-02 12:01:30,2008-09-02 13:38:04
934,4694,2023-11-01 00:14:39,2023-11-01 02:20:48
1309,8461,2018-12-30 07:06:52,2018-12-30 07:31:50
971,3387,2023-05-03 17:58:38,2023-05-03 18:30:26
4046,5438,2024-08-14 16:01:36,2024-08-14 17:27:19
4211,794,2025-04-05 17:57:54,2025-04-05 19:25:40
2038,4485,2025-02-27 04:36:33,2025-02-27 06:02:23
136,4761,2024-10-16 16:33:51,2024-10-16 16:48:33
4473,1275,2019-01-05 13:26:02,2019-01-05 14:05:26
462,1301,2020-09-09 22:13:47,2020-09-09 23:42:03
2701,8632,2024-07-25 04:08:33,2024-07-25 05:02:02
1260,6861,2023-05-21 01:25:01,2023-05-21 01:58:53
1476,3986,2001-05-24 20:59:11,2001-05-24 22:27:38
1387,1640,2023-07-17 03:36:37,2023-07-17 04:18:29
3758,4533,2021-07-09 14:21:20,2021-07-09 15:15:42
2095,1518,2007-03-04 09:00:32,2007-03-04 09:49:53
4472,4203,2018-01-01 23:47:27,2018-01-02 00:27:52
2439,6582,2020-10-03 20:53:20,2020-10-03 21:08:34
2536,3739,2020-03-20 04:58:12,2020-03-20 05:35:30
2852,8400,1997-05-08 23:30:02,1997-05-09 00:19:43
2073,7077,2023-11-08 03:33:56,2023-11-08 03:55:37
3390,606,2025-05-25 06:12:53,2025-05-25 07:50:33
3541,2351,2019-07-07 12:32:34,2019-07-07 13:54:07
305,490,2024-11-19 16:19:49,2024-11-19 16:37:48
1833,6422,2025-03-25 20:06:43,2025-03-25 21:25:42
3664,117,2024-01-14 13:37:42,2024-01-14 14:01:31
216,7236,2024-12-07 01:10:43,2024-12-07 01:51:42
