MID,GID
826,12
1492,8
7625,17
7983,8
1910,13
8238,9
722,5
2146,3
3288,10
6281,6
7335,11
1416,13
988,6
7090,12
7376,3
6047,16
8585,17
2441,12
5654,20
2779,10
872,20
8016,18
6910,16
4376,2
5264,9
1058,14
3592,8
66,20
663,5
828,20
412,17
3414,17
146,20
5305,9
5583,19
8489,13
6049,5
1737,2
3868,5
3008,16
2521,14
2656,10
2063,10
7719,12
8146,16
4727,11
3667,19
6213,16
7514,8
3018,18
5221,13
7697,13
7643,11
8541,15
4099,2
3746,19
5770,14
8090,13
8272,15
5087,18
4722,5
1604,19
1259,10
5537,7
3526,9
6498,11
919,18
3438,16
3876,6
2960,7
1102,4
1353,10
3542,18
4466,8
7440,12
3507,8
3471,12
1852,8
4158,2
3398,14
5225,5
1935,4
4708,1
2390,7
8628,9
6422,4
4378,2
3232,7
3611,4
5966,9
5252,6
6303,14
3174,3
2487,4
288,5
832,17
4657,4
6499,5
4901,15
3623,5
8330,14
443,3
3096,18
6358,3
1913,15
8572,16
4442,18
3067,15
2792,4
2638,12
3636,8
1918,9
5434,15
6881,11
6726,17
3732,12
359,13
2695,4
6430,12
2972,13
6045,3
70,18
1637,3
1445,9
6871,16
3298,8
1989,5
6943,9
1827,9
2793,11
3691,14
3781,17
8505,18
2401,17
5687,1
2383,5
4602,7
7063,7
270,9
6704,5
7028,18
5740,11
5074,3
709,13
6425,7
7188,6
6097,7
2380,13
6993,7
1939,13
8038,6
4316,18
6548,18
1122,18
2827,4
1304,2
6510,17
2606,11
2630,11
4532,1
2273,19
7455,5
7610,15
1075,13
7268,18
3631,4
121,17
1112,2
4405,17
2230,18
2033,9
854,10
8661,1
4812,13
5129,6
8648,14
7398,7
3802,5
7019,14
4176,10
571,11
3767,4
781,16
5455,12
2971,16
2548,9
1228,1
7452,3
5696,4
2679,9
297,9
6453,8
473,13
6579,7
2983,14
1300,6
8135,13
2597,12
8119,12
3435,1
2594,11
8434,9
1395,13
4293,17
401,17
3499,11
2504,18
1496,4
3112,16
2163,11
7237,6
3083,11
6830,12
4172,2
7498,10
6031,13
5947,3
4445,11
1071,13
4932,12
2499,2
6748,4
5868,4
8141,13
8014,9
7378,9
4730,8
7578,11
888,17
1733,6
8117,19
4884,18
7591,20
8597,3
7294,11
7960,6
3889,9
1991,1
6604,13
5928,13
6638,16
1858,11
2418,17
8299,4
164,6
3382,11
6375,12
4066,10
789,17
558,10
2550,13
3138,3
295,9
2099,16
4934,4
4023,1
792,2
7218,1
2982,1
3703,15
7734,2
4119,5
128,20
8527,15
1234,9
4747,16
4893,17
8010,20
2471,10
4209,4
5035,3
6757,9
3153,1
1925,7
1818,12
1964,14
480,19
1227,15
7604,3
6157,3
394,19
2549,4
5679,10
1507,3
1248,18
968,17
8477,9
8291,18
4151,4
2031,4
940,10
8352,8
4441,15
8094,3
4425,15
6988,14
4142,10
2713,13
4927,15
4857,8
3012,16
4918,6
3000,20
5445,15
497,1
7248,3
361,16
5206,1
4967,1
7503,12
7163,3
6633,8
8154,14
777,19
4565,19
949,7
1579,4
8289,12
165,6
8056,2
7982,9
6861,1
730,19
8274,1
2916,10
4825,10
1648,7
7284,12
6992,17
6808,7
398,10
1517,18
1598,5
1076,15
6487,11
4434,13
7890,1
5345,18
2617,8
3069,20
5141,15
4289,4
4911,16
747,6
7330,17
6517,2
4462,7
5550,16
5544,16
7708,18
8805,12
7022,2
7056,9
7535,2
4789,12
7889,12
6346,16
6377,11
1452,18
3469,7
3561,6
7323,15
775,17
4774,5
2770,16
4285,17
4935,19
8423,18
6835,16
2821,12
8343,12
6042,12
8262,6
2194,2
5821,7
4481,15
6575,16
1591,8
2044,12
2290,3
960,10
5580,4
1646,5
8055,3
7433,1
3264,3
776,3
4272,13
3598,6
3023,4
1515,9
5461,4
2193,18
7649,9
8762,1
4181,12
4746,14
7106,2
8329,9
266,17
742,13
7980,9
8226,11
3562,2
5499,6
4600,7
2246,5
6878,18
2087,6
1844,9
6269,14
1046,12
6011,17
7801,13
5147,16
5843,14
5284,20
8639,8
4651,6
4353,7
5266,19
653,15
1635,14
8339,17
556,12
2535,19
783,9
3128,9
4547,8
1687,19
7684,16
507,15
2561,17
6356,7
8263,13
2125,18
7881,7
1751,2
6869,6
4436,1
1804,2
5033,5
675,5
4822,3
1442,19
3645,15
8235,12
3468,12
5469,9
2436,6
4254,5
331,4
7182,1
8556,7
6903,20
5962,15
1702,7
5290,5
1163,6
1981,13
7885,11
5886,3
1372,10
4111,12
5319,19
1084,6
7854,16
1368,7
105,17
6110,19
5685,11
5866,18
40,18
8747,11
3125,15
2439,2
1124,16
5204,4
3376,6
4194,7
7166,1
2326,5
856,10
6027,10
2945,16
1932,10
2476,6
818,19
3422,2
2475,8
7213,18
4720,13
1838,19
2924,9
4461,17
4574,19
2393,16
853,15
4529,3
2674,20
7337,2
1497,5
7479,7
6859,10
2694,1
1570,15
559,17
8716,20
5767,17
2451,11
5073,5
4216,12
2358,2
4408,10
815,17
5882,13
1367,10
2493,17
1709,6
5532,8
5791,3
4632,18
5115,4
6409,4
5030,5
6159,4
8732,4
7263,8
6950,15
351,6
7487,16
3527,13
6090,16
8695,3
4847,11
5704,11
2536,9
2285,12
338,5
7678,10
5855,7
8131,12
2414,11
8264,18
1537,17
8598,9
7491,16
7778,7
6786,5
113,18
8677,11
8345,11
2473,7
893,1
1994,12
7008,17
8739,13
328,2
2088,5
3925,5
7679,12
181,9
3612,8
7475,18
4472,5
8064,1
5565,16
6858,11
7285,13
3299,2
6065,14
385,2
6769,2
6273,14
5182,9
4372,6
6158,15
1034,12
3579,9
4616,20
8539,12
1443,15
2144,6
468,14
5964,8
4389,9
3480,19
437,2
5890,12
1260,3
5214,19
5398,7
5185,12
7587,18
1387,5
4310,16
4124,5
3626,20
8229,14
7483,3
4413,16
930,4
5968,11
4562,5
6068,19
8586,13
8519,8
3846,6
698,10
8444,4
4088,18
5137,8
5800,8
2370,19
8123,3
8634,10
5414,7
7445,5
2221,11
7742,10
4639,13
7180,18
3791,9
3251,13
1663,15
8422,1
7896,1
944,13
7105,12
7059,10
8042,7
7895,13
7803,13
4102,2
4993,17
3878,15
3231,16
8624,20
2928,14
8326,18
6061,9
1805,5
6105,17
2433,2
4340,15
2873,2
1919,3
7001,2
3978,1
4100,1
5048,2
2245,20
652,2
2825,10
4298,19
3604,14
6682,1
645,10
3317,2
6776,17
3064,6
7696,15
1012,9
4401,19
8690,8
4291,14
5286,3
2434,8
4262,15
7768,1
1736,20
7975,9
68,5
7303,2
4922,5
4636,15
2324,5
703,1
4248,7
5435,8
6072,4
2325,11
824,19
3557,16
4809,17
7262,13
2137,15
867,14
3022,14
1279,16
1281,10
8152,19
5368,8
3224,6
364,5
1237,7
4280,19
3564,10
7383,7
886,12
8368,12
3427,10
2642,17
4586,4
5643,13
1245,11
5424,18
6567,13
6053,18
754,3
1099,10
4919,8
7198,14
1446,1
1083,16
8125,15
7444,3
3630,9
3568,8
5111,20
8205,3
5949,6
355,19
4742,10
7888,4
7662,2
3381,12
210,14
82,5
8069,16
3216,10
3236,14
2529,20
4895,7
2071,12
7667,17
3845,13
151,11
848,1
3031,7
5292,6
1529,2
4295,18
958,10
4775,14
2722,19
405,7
1554,12
641,11
5396,12
3182,5
7201,5
2109,4
3610,12
226,20
5610,19
2615,2
5762,14
8239,18
5462,18
8279,11
4716,4
6164,7
3882,11
7243,14
1898,8
1585,8
5192,17
1557,13
2360,1
4656,16
1599,2
4664,20
3261,7
5700,1
3970,12
3030,6
2147,13
142,19
7637,4
2733,12
5449,15
1206,19
6432,19
6787,18
8455,12
2629,3
1148,2
8270,3
3944,4
4312,12
2729,13
7101,7
6582,8
8664,10
2509,15
6783,5
5832,6
5028,10
1711,7
6311,9
2153,19
7661,1
7109,14
4701,2
8022,7
3256,9
4583,5
1609,8
1771,16
5548,19
5932,9
1897,13
8227,11
3479,5
4331,18
1767,8
1835,7
6171,12
1272,15
6024,1
5325,15
1530,11
5839,2
2833,20
5883,18
7266,17
6626,11
2303,18
3046,12
1146,13
2655,18
3034,1
3533,6
3160,9
5918,14
3511,14
4110,6
6081,5
8613,20
7943,7
2047,15
3405,7
6062,9
6662,8
5573,11
601,13
603,7
1714,13
6256,20
4129,13
6702,19
4914,9
2849,8
6774,14
7935,20
6236,6
4625,20
6616,4
1025,13
5233,3
7211,1
4186,1
4165,7
402,18
8356,4
4288,13
819,8
2681,11
1117,13
4325,12
6180,3
1285,8
7887,12
4598,10
7675,5
4842,20
285,8
1921,9
4573,6
2215,11
1136,18
8604,17
647,2
8617,14
6050,14
3838,6
2472,17
5776,17
8492,13
2678,18
7718,17
7157,9
1014,14
4798,7
6600,8
5736,5
8611,11
5007,10
1430,14
2812,2
643,3
6167,10
6622,16
4629,1
2344,14
353,18
765,13
7308,9
5930,9
3466,19
2841,7
3513,5
6778,19
5224,17
6899,9
310,6
3936,10
94,7
7443,7
3343,16
7009,1
2130,13
956,10
5064,20
1261,16
3156,13
2976,17
6848,4
8053,13
5823,13
5475,11
2661,4
5057,13
3988,4
6265,1
2331,12
4024,2
5507,15
5189,14
7701,4
8316,11
2287,12
5977,12
6461,10
5624,4
3943,14
2167,2
917,3
8280,7
4488,7
1324,9
2943,17
7355,13
5354,3
3567,17
3985,18
2278,19
8662,17
8678,9
8293,4
6659,10
7255,6
6252,7
5617,20
1015,12
2776,20
5961,5
4622,2
5606,15
1541,4
4222,17
1109,5
4041,8
3467,2
1951,20
1301,12
6685,15
5251,11
7709,2
1461,5
5223,20
2138,9
4097,9
5670,12
1449,19
7730,3
3665,1
5633,5
2791,8
499,13
3279,11
5628,16
3038,17
3886,16
1331,8
8021,9
7971,6
2818,15
5360,20
3148,10
7621,11
4599,10
6459,6
8538,20
5950,7
8529,8
1041,10
5153,5
8767,2
2173,13
6001,2
6976,7
356,9
3487,5
6773,6
5058,10
3929,1
881,14
6669,8
7486,4
7191,17
8265,11
2322,8
3199,10
1652,7
8366,3
7918,19
2653,11
6329,16
4138,20
2156,9
4437,12
3197,20
7428,12
3402,14
6147,9
1398,17
4357,5
488,16
267,1
27,12
5887,16
3380,6
3239,6
586,5
67,4
6545,3
5334,19
6999,20
7861,12
4058,11
3810,9
1351,5
1247,2
8778,2
5931,7
6039,5
2214,7
219,16
1783,5
3919,11
2720,6
6368,13
357,4
5344,4
7808,2
4381,4
3599,1
868,18
2866,3
3494,4
8570,17
3226,12
1499,6
3306,20
1393,2
2853,13
4231,16
5788,18
850,3
6109,2
569,8
8231,4
8365,3
8174,15
5673,7
2422,17
5664,1
2474,20
7039,14
3697,8
6400,11
8512,2
7594,16
933,7
1940,12
1265,14
1388,11
5698,17
4370,5
2457,18
1438,17
3849,18
4140,13
1049,18
289,1
7913,13
1777,16
7129,16
7536,6
4251,5
7104,2
34,7
80,16
4706,20
3349,3
6176,15
5595,14
7080,5
2498,13
6156,11
4206,9
6574,19
3946,9
4501,6
8341,7
4428,6
7838,18
495,13
6150,15
1369,15
2232,10
366,18
766,4
8656,5
207,20
2743,18
1775,8
1219,12
6813,1
7351,5
6209,14
3908,9
951,7
5016,3
4361,16
4938,10
4658,17
1563,10
6890,14
2296,7
978,5
632,4
1183,15
6141,3
5597,14
910,18
231,6
4160,6
259,1
5144,3
7665,14
7812,9
137,1
4620,19
4982,16
8626,4
2758,17
839,13
8140,12
4008,18
1545,16
8651,16
212,12
8681,5
5413,18
8121,16
428,9
6556,10
2846,9
3098,6
574,7
6160,12
3570,14
1872,4
2578,1
6818,14
1581,13
5215,3
8694,5
3333,11
967,6
5894,8
6020,13
7194,18
2116,14
2261,5
593,11
3577,2
7609,5
303,20
131,15
1995,20
8334,7
7363,4
4793,5
5042,9
1547,19
8571,14
584,3
4947,7
8526,14
5126,14
8687,8
6324,4
240,5
6139,8
8682,10
1121,4
1819,11
1262,3
5395,6
1685,17
5093,20
2515,3
5714,19
5728,15
4068,18
3964,17
6542,10
2274,16
7686,9
55,14
2784,10
4048,1
1282,20
1755,13
7154,19
7868,13
3874,4
7577,16
1366,16
2234,9
8411,14
2575,11
60,12
1107,3
755,4
5005,4
8087,3
4678,5
3799,1
3227,6
4006,11
457,14
8666,3
5317,15
5285,8
7067,20
3833,10
7957,5
1937,13
1347,15
1223,15
8170,19
3530,8
3711,4
7870,17
8770,5
2180,9
4075,17
6502,20
6937,11
4081,11
269,1
1310,10
3329,17
5329,16
3774,17
3027,4
3750,2
8097,19
5596,16
3202,14
4998,3
4617,20
3210,5
1978,10
2420,16
2427,20
1051,14
6561,5
6290,14
6939,4
1630,10
4705,3
1730,8
1847,4
2282,9
1543,16
1565,13
846,7
7264,5
1402,3
2939,11
3246,10
5145,14
7014,7
6687,19
2206,16
5619,9
5897,10
8286,9
5919,16
4120,18
6275,5
607,2
5807,8
2421,16
6033,2
3524,16
6874,6
5889,15
4951,4
3624,3
8321,4
8575,4
5254,19
7929,11
1667,19
2726,1
3654,16
4807,2
6111,3
367,5
377,2
3547,11
5110,17
8655,16
2317,6
3162,5
3366,10
7603,6
3634,9
2512,15
6412,13
4212,15
2132,20
2447,4
5903,9
2395,11
1665,11
1846,19
8698,1
2956,12
814,15
1036,19
2769,11
3951,2
8675,18
1278,5
7384,7
5270,12
6911,3
7256,1
3525,11
2001,5
8251,10
2909,7
5275,18
4493,12
7800,1
8193,1
7055,1
6724,8
4200,15
8552,13
1231,16
2716,10
6172,5
3534,1
6309,15
2042,5
5407,5
7356,12
4144,17
7588,20
8462,8
6142,6
8185,7
6998,19
8653,5
8223,6
8752,16
6494,6
5187,3
4955,10
3118,18
8468,15
7706,6
8301,7
3578,14
1417,3
5066,2
7556,11
7495,4
3454,7
891,17
5859,11
1035,10
8101,4
8183,18
6073,6
2528,20
6173,16
2632,13
2851,18
2628,17
7031,7
8703,2
2861,15
4984,10
3218,20
8588,2
3778,17
5429,7
4453,19
1549,4
770,7
7666,7
7862,13
6966,9
6438,7
8082,13
7585,6
8744,18
4414,1
4605,12
4039,8
744,16
4560,3
2979,12
2362,6
2819,14
282,1
4526,6
5765,14
2542,3
5186,10
1453,5
3981,1
7739,14
2124,14
8199,20
1975,15
4391,12
8002,3
2339,6
6138,18
2195,18
5482,1
4968,18
588,11
4985,5
3875,5
7086,8
5456,18
2143,15
4131,9
7320,5
1734,16
7173,4
5504,15
8680,8
7247,19
6187,11
4519,8
4366,12
550,7
8020,13
994,4
1095,20
127,12
6418,1
6985,12
5267,4
7456,10
6909,19
4439,6
6284,10
7500,18
431,6
3074,16
8753,18
6229,17
339,20
6996,7
6793,18
5917,7
2271,11
976,3
1484,1
7917,20
4970,20
8191,16
3514,19
5916,6
5601,18
5914,20
1662,15
4815,12
2363,4
3835,18
8669,10
2926,4
6612,5
6439,3
7555,20
7580,2
2452,1
2492,17
8494,13
6907,11
7865,11
874,16
8672,19
8460,16
8609,4
7810,20
3244,20
2178,2
8657,11
5336,20
3836,2
6354,4
634,7
5477,9
4152,6
1633,3
4399,8
7789,15
58,6
1471,4
3782,15
6481,13
8403,15
7781,11
8189,8
6153,6
4261,6
6427,11
3357,18
395,14
7219,18
1375,4
1601,1
6987,11
7989,9
2011,3
807,15
596,10
427,19
7756,19
3852,7
7128,16
2007,1
6055,13
265,2
223,9
8763,4
5018,10
8175,4
2328,1
7894,4
1797,19
107,13
5071,11
4527,14
7034,11
4155,8
7928,15
7329,20
2444,6
5636,5
8297,18
174,3
7840,19
25,19
6753,7
4905,8
3215,5
2839,20
2456,4
3196,17
5124,7
1024,15
2019,10
3816,12
7238,18
589,7
6974,12
7338,16
1242,5
2025,15
1770,13
4771,3
3807,20
2020,12
29,11
1616,13
847,4
6058,4
3785,13
1824,3
1621,13
3680,15
2938,15
651,16
6475,18
7872,16
132,20
8520,18
823,10
7825,17
3323,9
6938,3
3545,3
8629,1
4203,2
644,3
2539,2
1798,9
5355,9
1519,16
5939,15
5943,9
7087,20
902,14
3476,13
3651,8
5562,16
3007,10
6906,2
6485,20
6847,2
5734,1
3971,18
2577,15
8128,9
1462,3
4278,14
804,19
8081,20
7047,11
5409,5
3793,8
3898,5
4077,7
8579,12
8562,11
498,4
11,6
6834,17
5784,12
3482,8
3808,3
5020,20
1657,3
7959,10
4263,4
6244,11
1606,17
7103,6
7508,17
1566,6
5589,12
5608,3
305,4
1431,14
8428,17
802,6
5094,12
5236,12
7864,19
8017,12
4475,7
3388,13
922,2
330,9
7958,18
2092,12
5181,4
8726,14
4167,19
3263,16
5440,16
1778,6
7949,20
1760,11
3618,8
3132,14
4887,1
2353,10
6495,9
2264,4
6934,10
2267,13
5171,8
1238,15
8109,6
671,18
4321,6
4619,4
4191,14
1396,6
1408,12
8054,13
5117,4
4723,16
4030,14
7704,3
6082,15
4963,7
2725,18
1188,9
4052,16
1213,18
7162,12
1914,5
8115,10
294,6
1971,18
6829,10
658,13
3411,9
6380,7
5730,1
3110,17
4062,8
7185,10
5862,10
6128,18
7280,17
4127,18
6317,17
1894,10
6075,20
6067,20
963,12
6929,14
8766,19
311,10
8750,7
4452,13
1335,7
3097,11
7993,7
7460,19
8216,15
794,11
4541,13
4238,14
2454,3
1503,11
6554,16
5509,2
6092,7
7760,15
549,13
817,13
6000,7
2145,7
3093,12
3792,15
2314,13
4109,19
1448,10
125,4
4638,7
7532,16
6562,15
7446,17
3326,15
3644,15
1070,13
3338,18
8099,16
141,20
4683,17
2554,9
1113,10
6984,19
5993,3
159,17
5378,6
8340,20
1688,17
4719,9
6051,14
3108,12
4268,1
7937,9
1073,1
2260,2
7391,9
5988,8
2129,15
1280,12
408,20
3089,11
2045,4
5518,1
660,3
5209,17
5331,1
6594,16
4392,16
1487,12
8258,13
6804,5
7230,14
8410,1
312,7
6381,16
6971,17
7724,12
1822,10
5835,8
3189,6
8212,11
7974,12
6688,11
396,11
6916,12
2835,5
4776,11
2993,20
6076,14
3049,17
84,15
3773,16
707,11
1933,20
1863,20
6078,12
449,20
1413,10
4958,15
5288,9
5960,19
7968,3
5433,19
162,1
5965,12
7758,2
6463,2
7168,1
1052,8
5923,13
1834,1
5315,11
2379,17
5384,17
6322,16
3378,13
180,10
166,16
4571,13
984,14
7798,8
602,14
5194,6
2415,3
6476,3
8487,17
3856,2
8600,8
4494,20
7805,6
2104,17
656,11
4990,6
1345,18
4866,15
6285,16
1352,13
4374,14
5238,4
7158,2
4123,10
1480,8
3643,7
4380,20
3576,16
6953,20
8616,4
1143,13
6806,8
8779,18
2095,13
4095,6
5190,20
5412,15
3850,20
8601,20
1575,6
8580,2
7638,14
8643,6
5098,17
529,20
2537,12
6404,6
7395,15
195,10
8564,9
7497,9
2715,14
954,8
1615,8
785,16
8737,13
7648,14
2135,4
6866,7
8685,13
6479,5
3657,16
7685,5
7114,17
5521,15
447,19
8311,19
6436,9
6328,16
583,16
6680,5
147,1
7592,3
8559,9
1407,9
1244,15
2371,14
5510,13
6640,10
6768,1
5996,19
1613,15
7954,2
7420,9
7108,6
955,20
2310,17
3223,1
3813,9
2524,1
6596,12
6725,7
7418,16
2381,18
392,19
2217,18
5079,1
4570,16
8517,9
2923,10
6617,13
4021,20
5363,12
6981,18
581,5
7941,7
1985,10
8771,18
7779,16
8618,8
4931,2
7837,3
6894,12
2428,10
6632,5
233,1
6274,11
803,8
1068,20
4294,5
7257,8
2288,16
2252,1
5616,19
7784,6
7260,2
1551,18
3563,18
4303,6
7602,13
6219,20
1681,5
145,20
1320,13
3041,12
5778,16
8774,15
2495,17
4969,10
1057,11
4256,8
4712,1
7271,13
2262,20
1977,6
8713,11
2732,19
509,12
7886,19
7626,9
1961,2
19,1
8785,5
235,12
916,13
2608,11
1536,17
2659,13
3544,13
5625,1
4992,12
3818,11
2808,9
2051,3
349,9
1474,6
7543,10
6262,16
6722,10
5483,10
4035,17
7267,8
167,9
3775,4
1909,18
108,17
6420,6
8769,1
1069,15
7940,7
4273,5
5248,19
7265,2
2489,13
895,7
7841,8
1205,17
6529,8
5240,11
3609,5
6048,12
7430,15
7849,1
3699,20
3235,20
2855,1
6530,19
6551,11
8708,10
5061,5
6887,5
7199,18
2696,10
246,4
5820,4
5310,11
7281,14
8442,18
3824,17
5711,16
8035,14
1943,15
2052,14
7381,3
7547,17
1144,4
7953,14
5298,3
8706,11
6749,19
2517,20
6316,8
1881,14
6826,6
4465,18
989,20
1394,17
2373,1
42,2
696,14
1942,19
2664,12
2198,18
8261,7
6681,9
3443,6
6709,5
2609,8
2602,4
8642,16
2520,3
2858,6
2830,1
4276,3
3689,4
334,19
3906,8
8040,15
5902,4
6892,17
3040,6
6116,1
2765,10
7634,13
5247,4
6301,16
6931,3
4545,6
1218,3
562,4
5614,16
1965,12
4936,11
1649,15
4792,12
7115,15
2231,17
3207,9
5034,17
1363,16
6468,6
3967,9
342,10
7916,7
1092,2
2096,5
1593,8
4971,16
7306,20
6780,9
7835,3
3100,5
900,10
3997,2
2868,17
8129,17
277,7
1873,2
8697,19
1772,2
8225,5
2807,20
6821,8
6462,5
5323,3
5296,6
668,1
6302,11
7754,16
5226,6
44,13
672,5
5825,20
1955,9
4396,8
7091,19
3276,15
3319,19
5184,15
4170,13
1016,8
6088,13
391,19
8127,16
3911,7
6758,18
4661,15
4590,1
2316,8
5222,19
5447,11
2747,10
5262,13
1308,7
6772,10
3725,14
4059,14
5127,12
5107,4
1311,5
6010,13
3101,15
3415,18
3659,10
5085,19
4471,9
4113,2
4593,14
1568,20
3707,13
8800,13
8796,5
2114,9
6216,12
6731,11
3442,8
8632,12
205,8
8067,8
4813,7
4851,11
2059,16
3431,19
6824,16
8471,7
2806,16
6691,13
5001,20
3924,20
1680,4
7744,16
420,19
5682,10
4587,18
6738,19
3240,9
8118,16
7531,3
3742,10
4892,5
635,5
8192,4
2996,5
2392,9
469,13
1773,2
5946,20
2962,6
4314,9
8211,10
4561,17
4476,9
3373,7
8396,11
1134,15
7680,4
4836,15
1580,13
173,5
3537,4
6059,1
7607,14
2644,18
3729,18
860,12
6572,14
4696,19
1820,1
7809,7
4784,20
6721,17
615,11
500,2
5273,18
8153,5
5615,3
6178,16
2991,18
4159,15
6505,15
7089,13
1522,15
5836,6
6699,15
6226,5
4260,15
5564,20
4933,19
3962,8
3628,11
1360,6
1470,11
426,10
1779,1
6921,1
5496,9
2090,11
957,10
7155,5
4221,6
2046,5
6211,1
3387,3
6857,17
966,20
6718,7
3183,20
3021,9
990,2
1891,4
1535,14
3757,15
1953,6
5441,17
2341,18
3004,10
8647,19
577,3
4210,6
4668,12
1636,4
6503,2
192,10
4343,1
3642,13
1185,11
1656,17
3686,16
965,19
3302,2
1249,18
3934,1
59,7
8277,13
6342,3
8068,14
2100,13
7616,10
2840,16
3403,8
1253,20
4132,13
4748,5
4513,19
8431,16
799,1
3489,4
287,20
1226,6
8691,5
6606,16
2648,11
974,18
2247,5
4832,10
2899,12
7134,13
3050,3
6597,7
6969,2
390,17
5603,18
3445,19
8476,16
1721,3
2131,16
3503,1
2699,15
3344,16
3731,6
2113,6
4635,8
6130,16
5815,3
5227,2
4237,5
6480,11
8221,19
7757,12
3436,11
6108,4
8560,4
527,6
889,18
5908,12
8290,17
8309,14
8528,12
8413,20
2338,12
8738,3
3558,16
4863,8
5546,8
547,14
7620,6
8353,17
4017,20
6977,12
4558,9
5163,3
4427,10
2710,9
3060,9
6672,18
6245,3
2708,6
7546,2
4552,2
4103,18
7518,2
7040,15
921,4
3581,1
5880,7
609,9
4447,8
5781,13
4585,18
7431,18
3621,15
5602,6
2929,5
3866,5
218,2
3801,14
5567,18
8449,11
6287,17
1440,7
3536,13
4506,18
3811,3
5382,3
7467,17
5790,6
5405,15
8285,9
8709,4
2590,15
4802,14
3795,17
6202,2
8635,9
1305,10
3688,7
3815,19
4078,2
1415,3
106,5
5388,19
962,6
5873,1
7079,11
5239,5
5827,14
5356,17
6314,18
686,5
2565,12
4515,11
8060,8
6293,1
6651,15
5004,4
1790,18
2430,17
1869,6
2121,11
5070,10
8795,10
148,6
3039,6
4980,20
6433,3
7966,16
1174,6
369,1
4991,11
5694,6
941,17
2366,18
5306,9
8374,20
1867,8
2898,13
7999,17
1812,2
5979,16
1284,20
6978,3
8735,16
8688,1
7426,17
5578,6
1718,20
1990,6
1811,4
17,8
3361,7
8336,8
436,8
6235,8
5014,6
1065,8
7050,14
3607,10
8228,4
1896,5
6152,2
3992,12
414,11
4841,10
6781,10
3658,3
8209,15
7117,3
8437,16
3314,6
3337,1
2455,19
6357,17
1816,1
1972,12
2176,17
4292,8
2311,16
418,12
8592,4
7220,2
7521,10
3166,11
2437,2
3348,3
7773,1
5243,18
6288,9
8344,2
4588,10
4999,15
3593,13
4394,16
5019,15
1263,13
3453,15
1832,6
5579,9
4877,7
5297,14
1371,5
3694,20
7764,8
7340,10
3358,13
5952,19
5782,2
7401,2
5430,8
1908,4
2534,19
3907,16
790,14
3714,5
5683,2
2735,19
6215,2
3001,9
1992,9
4029,5
176,1
3983,6
7842,15
4125,18
32,17
4070,1
434,8
5761,2
5792,8
7095,10
7934,6
667,17
3464,1
143,4
648,8
7694,10
6230,9
6643,1
8204,14
7581,18
3365,4
6902,16
4390,10
2718,17
6388,15
4648,20
7,5
5397,15
2003,20
861,15
774,5
7859,18
1794,9
4986,18
4566,18
780,17
2080,15
595,12
7605,9
3055,14
1949,10
1110,4
6823,17
6390,17
5027,17
5986,12
1761,19
808,7
5283,9
5909,19
6222,2
7276,12
5834,18
8088,4
6675,10
840,10
4835,15
1632,10
6264,7
7000,3
7857,9
8244,8
4162,7
6755,20
6093,4
8806,1
4670,3
5427,15
3456,5
6297,17
1436,5
8644,15
2908,8
2665,9
1504,8
6282,15
3107,3
6794,1
4790,12
3656,9
1602,20
6631,16
2150,1
7309,20
7753,13
7179,1
4649,14
555,12
3772,10
5982,5
5022,1
5973,14
3949,13
4976,17
6613,7
5686,18
827,3
3267,19
7006,19
130,15
1458,12
3976,1
8493,16
3460,8
1825,9
542,1
2862,20
2507,10
5660,20
7740,18
972,20
8501,17
5816,10
4930,14
2446,11
5255,18
7164,9
3154,11
8464,14
2320,3
4834,9
3331,19
1476,9
5892,12
3893,15
4485,11
3709,7
626,14
5010,11
3062,11
477,10
7733,16
3739,1
2279,13
2581,11
4939,11
4507,9
6174,7
1787,19
5840,18
3655,3
1540,13
8399,1
2772,17
296,15
274,15
2407,18
620,2
4973,16
640,6
7720,6
7088,15
1799,17
6655,18
7372,7
1544,8
5600,6
3352,10
6189,20
3266,10
8513,20
1379,17
2171,16
5665,18
2299,15
2894,12
3595,17
1406,15
5639,19
8176,11
4335,2
712,11
1044,5
6242,5
5954,7
5302,13
4944,1
5558,13
8245,13
778,15
2205,19
2223,7
1268,19
7313,10
120,11
4189,17
1332,11
5183,13
4069,18
2208,18
711,7
2563,18
7291,14
8030,9
5783,20
6417,20
5853,9
6745,10
4733,16
1528,17
4053,1
3152,20
1746,5
2400,13
4578,8
7434,1
8157,6
5488,15
6860,16
7005,2
185,2
1383,17
1837,11
2123,11
715,11
3280,11
1027,8
2200,20
2431,18
515,3
5871,1
4972,2
5893,10
1465,9
3016,13
8521,1
4166,1
3229,8
5176,11
5116,9
1889,10
6161,18
2919,1
1868,13
6070,18
2637,11
485,5
3186,15
7275,2
1574,20
6137,16
2562,16
5991,7
1514,7
5055,15
3942,10
3753,19
7119,9
699,13
6406,6
2546,11
2006,14
6802,17
6641,14
2408,6
2372,6
3840,7
4300,4
5142,8
909,8
1328,2
8092,7
6917,3
8665,18
5466,13
5833,13
7172,18
2635,20
3945,10
7571,17
5692,18
3385,10
4949,12
1488,20
4410,1
1199,18
2850,1
7985,10
3121,19
5527,6
2992,13
2522,7
5026,8
8166,8
3504,15
969,15
3410,9
12,1
5768,12
5620,2
7871,20
2689,10
3693,2
6615,4
7141,19
6889,13
201,3
