RPID,MID,ReleaseDate
201,8150,1960-07-14
55,7792,2025-02-26
201,4253,2020-02-14
200,2567,2021-09-01
202,7484,2007-03-21
8,7423,2024-03-30
202,2611,2024-06-30
7,2119,2020-10-28
14,7552,2025-01-01
202,3627,2011-01-08
14,3617,2025-08-14
202,419,2010-03-06
54,2960,2024-02-17
201,3734,1968-08-19
202,4382,1999-03-11
202,1713,2006-12-19
12,3799,2025-04-15
136,271,2021-10-16
5,7118,2024-03-30
36,3610,2022-04-30
140,8563,2025-01-29
98,8387,2018-09-26
202,648,1995-12-09
202,2719,1999-10-12
141,4543,2019-10-06
202,5438,2016-07-26
202,8187,1996-12-19
202,3420,2002-07-27
20,2399,2024-12-08
120,6175,2017-01-19
163,4839,2017-10-09
16,984,2023-10-31
69,7301,2021-05-25
201,8309,1984-11-21
177,6234,2020-04-27
142,6364,2021-11-29
78,1967,2018-11-18
113,674,2024-02-12
193,3579,2023-10-15
53,1302,2021-11-09
202,6497,2016-04-24
202,2035,2016-05-05
202,2433,2003-10-02
202,460,2006-12-18
90,5641,2019-05-18
21,8491,2018-03-28
9,8272,2024-04-01
85,889,2022-10-26
103,4378,2020-09-30
8,370,2020-05-18
99,7227,2020-12-17
75,3796,2019-09-19
202,4251,2010-10-01
96,6625,2022-02-17
201,4372,1971-07-14
144,1169,2023-08-01
171,3448,2021-10-27
201,1295,1950-06-15
202,840,2000-10-19
157,8427,2020-01-02
106,6905,2025-02-23
202,7350,2004-06-11
88,2480,2023-02-15
202,6284,2011-07-12
202,5171,2006-06-24
83,5469,2025-04-29
104,4270,2024-09-03
84,7884,2020-12-14
133,5077,2020-02-27
179,7398,2018-01-16
154,982,2017-02-08
201,1138,1982-09-13
201,2488,1985-05-28
149,2867,2023-08-26
201,2229,1983-04-20
68,7526,2022-04-03
70,3913,2018-12-02
73,1242,2025-06-27
48,6142,2021-09-06
16,3332,2018-12-23
54,7013,2018-02-06
201,1895,1971-09-16
118,7866,2017-11-07
202,2608,2006-05-13
202,7829,2003-06-22
28,2550,2017-11-13
58,5476,2019-03-19
47,6121,2024-08-04
201,2669,1956-12-20
202,2052,2006-09-16
202,199,2005-10-02
51,2783,2018-06-12
202,2021,2015-02-22
191,6048,2024-02-10
163,6412,2017-02-26
49,5640,2025-02-24
133,8338,2017-03-13
202,3801,1998-09-16
173,4149,2019-12-20
201,7973,1983-03-09
5,3219,2023-03-20
201,587,1979-04-26
36,6154,2025-07-13
188,6509,2018-12-10
188,586,2018-02-10
201,118,1961-11-09
120,8376,2019-11-19
29,3246,2020-05-16
201,4183,1978-10-10
154,6243,2023-11-22
118,3075,2017-08-27
202,3181,2013-06-20
120,7641,2025-03-21
120,1937,2020-09-23
148,7688,2019-11-05
115,3787,2022-02-15
14,5481,2022-04-28
25,1047,2025-04-10
202,8068,2003-04-19
56,440,2017-05-21
202,2478,2008-07-26
3,524,2017-12-08
151,7265,2020-02-28
126,6948,2024-08-27
31,1434,2020-08-02
55,3240,2020-04-11
151,2409,2019-07-10
18,3870,2023-11-18
202,5985,2007-12-16
202,2239,2000-04-14
130,6415,2022-10-05
202,4955,2012-07-26
7,8567,2017-02-05
61,2915,2023-06-28
199,7145,2025-12-31
21,2715,2025-02-01
202,5021,1995-04-30
43,799,2023-06-12
103,4633,2017-12-21
52,6165,2017-04-06
192,8509,2024-03-03
172,6350,2024-11-22
202,8556,2012-01-15
201,1375,1972-10-13
202,478,2005-09-08
152,102,2023-12-25
69,2402,2020-12-19
13,7571,2024-06-06
167,6203,2021-07-16
157,622,2025-10-12
201,1566,1981-01-25
195,4840,2021-07-21
200,8090,2024-02-17
202,1349,2002-10-08
27,5594,2017-12-04
202,8238,2000-05-24
185,5554,2022-09-01
94,5335,2020-07-02
201,2619,1956-04-28
5,4342,2023-08-08
75,8402,2022-08-04
113,6775,2017-07-09
57,618,2025-02-25
202,7136,1996-01-17
167,8413,2021-09-01
162,3237,2024-08-09
154,7377,2024-12-22
59,1966,2022-06-24
132,8004,2019-10-15
202,5333,1996-12-20
69,3622,2021-06-21
142,4336,2017-09-17
201,1831,1972-11-03
202,8710,1996-09-11
170,4048,2024-09-02
12,5628,2025-12-11
146,5412,2017-03-19
139,806,2019-11-02
202,7003,2015-12-28
202,7336,2011-03-12
181,389,2021-04-27
14,8339,2023-09-06
202,1797,2010-12-10
99,4288,2018-05-18
128,2253,2021-02-06
202,4349,2014-06-06
32,3570,2019-02-03
201,193,1985-01-15
202,1877,2003-10-14
187,7711,2023-07-15
80,8210,2025-05-23
30,4277,2024-08-13
119,8794,2019-03-06
202,7436,2004-04-08
202,5562,2016-09-09
169,2160,2022-01-03
124,8252,2025-02-02
127,5328,2024-03-03
84,8617,2017-09-16
199,4106,2020-01-23
202,4832,1997-11-15
185,845,2017-12-14
41,4491,2022-08-29
149,3914,2024-01-05
201,307,1982-11-11
201,3484,1957-09-19
150,3250,2021-09-10
202,5599,2008-02-04
183,4825,2018-11-03
202,6144,2012-08-19
202,2644,1995-03-16
163,5171,2023-01-28
72,8375,2021-12-14
115,815,2022-03-12
93,7074,2017-10-17
177,4714,2020-11-21
202,5748,2012-06-13
88,1595,2025-01-20
64,8226,2021-12-14
139,3253,2020-06-20
202,2042,1995-05-20
67,4155,2018-06-07
147,8584,2024-03-21
34,4538,2017-09-21
150,1041,2023-10-16
27,6528,2020-05-19
94,3732,2023-10-20
202,1000,2009-05-26
202,5561,2011-02-16
66,2923,2025-04-23
202,2696,2007-07-08
168,5227,2024-11-18
202,1041,2016-03-05
125,8718,2022-03-23
86,7108,2022-11-13
12,1037,2020-03-15
202,668,2006-07-25
16,7648,2022-04-22
60,4488,2023-12-26
201,5419,1990-06-05
73,6910,2025-07-15
60,8021,2021-01-27
23,5046,2022-01-19
11,4154,2022-06-25
152,7533,2020-04-10
202,5368,2015-06-03
172,7172,2025-03-23
47,2833,2024-02-17
28,6509,2023-02-07
202,517,2012-04-23
107,4346,2022-04-11
111,3441,2022-10-07
52,8122,2023-08-30
178,5695,2025-01-27
4,733,2025-01-09
148,7790,2023-07-09
132,7862,2023-11-05
202,1910,2013-06-18
117,4745,2023-09-20
201,6399,1977-06-06
202,7315,2014-06-27
96,730,2018-02-22
152,7539,2017-03-31
202,8127,2015-02-14
8,6592,2019-02-21
66,3286,2021-11-10
151,29,2024-05-05
127,3512,2019-08-22
21,4294,2025-10-09
177,8644,2018-03-07
201,1187,1960-11-24
202,6184,2009-06-04
173,3267,2019-03-12
202,5450,2012-07-26
114,273,2020-02-05
201,5716,1961-07-28
202,8379,2012-10-14
10,4557,2025-09-21
68,3643,2018-07-22
202,1684,1995-11-30
195,5986,2017-10-09
162,849,2021-03-31
202,998,2012-03-08
68,2354,2023-04-29
51,629,2022-08-19
139,5650,2021-02-25
65,2192,2024-09-22
115,8594,2023-05-03
145,4148,2018-01-10
47,371,2020-12-05
2,6524,2024-04-08
51,6628,2024-03-13
201,3830,1970-11-24
14,7945,2023-03-30
202,3233,2013-11-26
199,3344,2021-06-20
76,5817,2020-05-15
202,1106,2000-02-07
26,7349,2025-12-05
201,8355,1953-03-14
202,3857,2001-12-02
91,1549,2017-09-15
89,2953,2018-04-26
96,4474,2018-02-05
201,7613,1990-07-24
202,3559,2013-12-22
139,6034,2017-11-23
53,8586,2018-04-17
201,3403,1988-02-15
201,8061,1950-09-08
53,8419,2018-03-11
202,8422,2012-06-03
190,2299,2023-01-07
202,3873,2013-01-04
129,5029,2017-03-03
105,4150,2024-07-29
184,2429,2024-11-09
173,1441,2017-06-22
201,8705,1980-04-17
202,4734,2006-08-15
201,8664,1976-03-16
135,8574,2020-10-11
166,5785,2018-02-21
124,5709,2024-12-30
35,3267,2025-10-06
148,5807,2021-10-08
202,7607,2011-03-13
202,1553,2012-04-21
57,1626,2025-06-10
71,7110,2023-01-26
78,5802,2017-04-16
22,4817,2017-01-13
202,2710,2012-11-13
108,5150,2020-08-29
15,3528,2017-04-15
64,2802,2022-12-30
6,7070,2019-06-12
153,7649,2022-10-12
153,3954,2024-12-15
202,5252,2004-10-02
202,3931,1998-07-19
202,919,1996-11-19
201,4632,1958-03-16
105,5068,2019-07-12
202,7413,2025-06-01
64,7068,2022-01-15
27,687,2019-08-17
43,4358,2025-09-11
65,7782,2025-12-22
202,7197,2005-08-20
202,720,2015-09-18
83,1223,2019-06-19
160,2601,2021-01-07
202,2447,2007-06-05
198,6710,2023-11-17
202,578,2006-10-18
130,3737,2017-02-24
58,1362,2020-10-04
109,6537,2025-08-15
179,3096,2020-09-03
144,5379,2024-09-21
202,4433,2011-10-30
25,3349,2021-08-11
8,2137,2025-05-11
83,220,2025-05-21
202,7026,1997-12-21
46,8635,2020-09-26
75,5747,2020-06-06
202,4646,2014-06-22
130,7049,2024-09-22
39,4010,2025-07-05
80,6046,2022-06-27
66,7672,2017-02-08
202,7899,1996-12-23
202,8146,2004-04-29
165,8771,2022-01-22
202,32,2000-07-12
134,3383,2017-10-28
156,5411,2020-07-15
65,6547,2021-05-26
147,8274,2017-12-25
103,4182,2024-03-23
72,6140,2021-11-06
31,2701,2017-06-29
49,7344,2024-01-06
105,6309,2018-01-25
202,431,2006-06-02
156,2047,2024-12-04
21,4533,2017-04-07
202,6135,2003-10-24
202,8475,1999-04-26
201,5193,1987-12-09
59,2624,2023-12-29
202,6361,2013-08-14
87,8680,2017-06-24
201,1793,1991-01-27
113,6352,2019-09-10
24,6362,2017-10-16
167,2875,2017-02-03
202,6980,1998-12-14
202,3245,2006-03-25
202,5367,2007-08-19
201,8325,1968-01-16
116,1787,2021-07-02
202,6053,2018-11-24
202,1428,1995-04-18
80,2049,2025-06-07
46,7749,2019-08-19
202,3705,2011-02-10
199,547,2019-06-10
183,586,2017-06-18
202,6748,2011-08-01
202,3795,1995-08-15
110,3275,2025-09-04
101,4415,2021-10-16
177,5890,2023-03-26
96,2691,2022-04-26
5,2826,2022-12-09
202,2852,1999-09-21
12,8054,2019-08-03
199,7047,2025-03-21
202,6903,1999-11-30
202,157,2001-10-29
202,710,2005-01-05
119,1153,2018-09-18
202,6398,2011-01-04
202,6601,2005-12-05
195,599,2019-03-10
10,3825,2025-02-24
188,3094,2019-02-18
182,4712,2017-04-16
202,3112,2005-10-14
79,4721,2023-09-06
202,3015,2011-04-07
25,7125,2023-09-09
186,4802,2021-04-16
141,1940,2020-09-11
201,7637,1953-12-12
152,3510,2023-10-27
86,2879,2018-07-08
202,4974,2006-01-20
121,4698,2025-06-29
49,5704,2018-01-30
202,5161,2006-07-28
111,2743,2024-02-12
202,3290,2006-03-12
202,3647,2004-11-11
76,8102,2017-05-31
94,3825,2018-05-06
120,4683,2021-02-04
123,6146,2018-04-16
198,2374,2022-01-08
186,4670,2018-08-24
202,6116,2013-09-19
202,195,2004-05-22
152,6972,2018-08-30
92,1858,2018-09-03
179,6574,2018-08-11
104,3586,2018-05-03
201,1773,1993-12-03
88,7374,2024-01-02
202,4039,2006-03-31
201,189,1969-10-30
170,689,2017-02-18
202,4028,2002-06-10
19,4196,2024-11-19
145,1982,2025-10-26
131,7492,2025-04-02
40,1481,2020-12-31
155,2070,2021-04-21
11,3679,2022-02-21
201,7158,1993-08-23
190,8021,2025-05-20
103,7340,2021-11-12
150,3470,2025-02-17
54,6220,2017-10-03
42,8712,2024-08-13
154,53,2023-11-26
202,1488,2004-11-26
70,3915,2019-06-05
202,1487,2015-01-29
133,4787,2021-08-17
14,1074,2024-10-04
72,3571,2023-10-28
72,3136,2024-08-16
118,4471,2025-02-21
10,8797,2023-02-05
202,3530,2013-10-12
51,7096,2018-05-02
202,3661,2008-09-29
201,2300,2019-08-23
142,761,2021-04-21
187,5772,2020-04-28
145,1113,2024-11-16
202,8440,1996-09-09
123,565,2022-08-31
202,7286,2001-01-28
60,7842,2019-01-31
157,4038,2024-06-25
201,1193,1972-05-22
202,3004,2004-11-21
202,7815,1999-09-13
10,7672,2024-12-17
115,4989,2025-07-05
201,6171,1950-06-01
71,5307,2025-11-20
202,1140,2003-07-10
179,8671,2020-11-16
144,2445,2024-02-27
86,338,2025-06-01
184,2247,2018-04-16
201,4135,1971-11-27
74,7109,2025-12-15
169,4776,2022-11-05
202,3145,2012-06-12
181,5985,2024-03-29
202,8802,2016-09-14
202,716,2004-10-02
22,4100,2022-03-26
119,1775,2018-12-16
54,3540,2022-11-23
46,7096,2017-12-03
163,1419,2021-08-20
75,3669,2020-07-17
73,8017,2022-07-22
187,3543,2023-12-15
202,2648,2012-04-19
196,6843,2019-10-31
20,4402,2023-05-04
202,3471,1996-02-10
123,5492,2022-01-14
194,185,2021-08-17
101,5753,2024-01-14
140,3281,2021-12-19
175,1721,2017-04-28
154,8591,2024-11-12
202,5240,2004-03-11
201,5643,1954-09-02
202,35,2014-07-27
185,1673,2018-02-14
201,221,1957-03-15
160,1110,2024-08-20
15,1760,2022-05-09
202,1544,2010-12-06
67,8387,2020-04-18
100,6350,2018-03-26
61,6618,2024-12-20
201,8495,1953-02-09
24,4158,2023-10-03
202,3707,1996-03-03
201,2286,1960-01-05
58,725,2021-07-30
143,7515,2023-02-05
135,4113,2017-01-31
32,6300,2017-11-06
44,4344,2022-07-12
84,3144,2023-05-31
82,4484,2018-01-22
117,6572,2022-10-26
201,6646,1960-02-19
25,4048,2022-04-30
185,2313,2017-12-07
201,8551,1955-09-20
202,2086,1995-02-09
155,1268,2021-07-09
201,7549,1954-01-24
201,1,1980-12-13
202,2146,2011-05-24
48,7067,2018-05-15
120,5591,2020-08-05
20,2882,2018-06-19
202,3548,1998-09-05
84,4790,2022-01-20
78,2719,2018-09-07
123,445,2023-08-11
15,995,2022-06-26
175,8086,2024-11-24
120,4112,2017-03-17
67,6894,2019-01-02
13,1486,2019-04-30
150,8079,2025-03-03
99,4548,2020-10-07
168,1076,2024-01-28
123,7744,2018-02-20
202,3758,2002-06-02
148,4817,2023-03-09
107,2108,2023-02-27
201,5265,1963-09-10
202,1392,2013-10-19
24,8439,2024-12-25
197,685,2019-07-18
199,1870,2025-04-02
202,2713,1995-03-10
16,6244,2020-11-02
90,239,2025-01-11
202,2469,2015-08-10
202,1438,2008-09-16
202,371,2016-06-14
47,8324,2021-11-20
6,2705,2019-10-23
171,2872,2022-08-12
202,4010,1999-07-07
96,5798,2023-02-06
202,5937,2015-03-28
79,6723,2025-02-04
121,7731,2025-02-22
179,1635,2023-09-28
58,2001,2018-04-30
58,8704,2023-10-25
34,6156,2019-07-03
70,864,2018-02-15
119,3180,2018-10-26
202,8696,1998-06-05
202,4611,2005-01-05
171,5717,2019-12-26
202,4207,2016-03-24
201,3250,1994-08-10
202,4958,1995-01-27
201,2023,1983-06-10
94,3449,2019-03-14
201,541,1969-01-27
167,1800,2023-09-17
202,684,2013-09-20
94,3699,2022-10-20
74,8640,2019-05-06
105,7892,2017-08-26
53,7975,2018-01-30
13,1995,2021-11-22
138,1976,2019-02-20
27,5522,2017-02-01
202,2094,2008-05-16
149,5075,2022-04-27
10,1627,2019-05-31
202,7099,2008-12-24
190,4106,2025-07-10
202,4620,2011-11-18
86,2151,2017-09-03
202,5555,1998-04-14
182,2621,2019-06-17
91,8147,2022-02-24
202,1983,2006-08-14
202,8670,1996-05-24
81,7446,2022-08-14
202,5275,1995-04-14
80,1304,2025-01-25
190,279,2018-05-10
202,6450,2014-03-21
201,163,1985-11-27
66,6766,2018-02-19
62,5692,2022-07-24
169,6238,2017-05-05
128,3483,2020-05-10
64,4074,2017-08-17
60,2634,2025-10-09
148,3065,2021-02-26
146,35,2021-03-24
107,139,2017-05-16
41,328,2022-06-12
202,3425,1999-04-24
202,1432,2015-06-26
120,4824,2018-07-09
202,4754,2013-06-02
152,1576,2024-11-30
201,5612,1950-11-19
202,8594,2001-02-21
96,4374,2018-05-17
127,1219,2022-03-14
148,3736,2017-04-22
202,2916,2010-11-08
14,7453,2017-05-09
202,4919,1995-03-11
101,5052,2022-09-04
202,7059,2013-12-21
202,126,2004-10-08
202,7297,1996-05-08
198,8095,2021-06-12
3,8566,2024-05-04
28,3675,2021-04-14
202,7925,1997-02-11
111,4974,2018-10-14
32,4260,2022-10-23
201,2191,1980-11-06
37,6775,2020-10-25
202,6229,2014-11-09
201,7261,1965-04-10
2,3423,2021-05-05
202,2378,2008-02-06
58,1277,2020-11-04
13,139,2025-06-24
187,7703,2020-03-29
36,458,2021-06-30
136,3729,2019-05-02
202,1249,2012-09-08
202,4749,2001-12-14
196,5039,2017-09-20
201,1616,1993-09-08
202,7772,2007-01-21
75,5616,2018-09-29
171,8433,2025-08-18
49,4169,2020-01-23
50,5936,2017-02-12
202,7666,1996-04-04
55,6684,2025-09-24
201,8539,1979-12-13
201,8735,1991-03-28
81,1452,2023-06-02
202,6115,2003-08-23
108,1714,2019-05-09
161,7710,2025-08-29
202,2285,2009-03-29
178,3430,2021-07-05
201,6462,1959-01-17
2,2365,2023-01-02
200,6781,2017-06-21
171,2299,2020-03-12
75,5509,2019-10-06
202,2783,2006-04-08
86,4243,2023-06-23
75,2439,2021-06-21
185,567,2021-03-21
53,4092,2023-02-25
11,6656,2019-10-27
201,8073,1959-02-22
202,213,2004-11-04
166,3922,2019-10-06
201,6255,1979-07-25
103,7666,2024-08-06
202,3633,1998-12-16
202,8282,2007-06-19
128,4525,2021-01-23
149,6611,2017-08-21
119,8665,2017-07-29
184,5080,2023-10-06
49,7508,2019-01-02
201,5827,1994-05-27
201,7914,1990-03-05
162,2332,2023-09-28
115,6751,2017-06-06
134,8469,2022-03-06
55,4846,2023-09-29
201,5943,1986-06-05
76,6642,2025-10-21
78,6176,2020-10-08
202,3538,2014-06-04
202,1531,2001-06-06
202,3865,1999-12-15
101,7718,2018-08-18
94,3127,2021-07-22
202,2323,2015-06-26
202,1363,2007-10-16
170,4261,2018-07-15
17,4923,2020-02-11
190,5061,2024-11-05
202,3572,2005-11-30
13,291,2024-05-25
202,3831,1999-04-09
202,6674,1997-12-19
58,7503,2017-02-09
202,2443,2008-03-30
44,2212,2017-03-19
202,6052,2010-12-14
98,1324,2022-11-19
8,1090,2019-03-07
129,3716,2020-05-03
202,7836,2003-08-18
40,8252,2022-12-11
93,1266,2019-09-04
202,3442,2009-05-10
172,2989,2021-04-07
201,7894,1994-02-27
201,1127,1968-09-26
52,2528,2022-08-14
201,7821,1968-01-21
27,8085,2018-10-15
201,7924,1957-01-06
58,3255,2023-04-09
202,8105,1999-10-03
109,972,2017-07-06
174,228,2017-05-30
86,5764,2024-07-27
89,5072,2021-01-18
202,7971,2010-08-08
105,7793,2017-04-01
202,8103,2015-06-09
122,5145,2025-06-25
201,7948,1987-09-13
15,4564,2022-01-29
144,5717,2023-11-09
178,3896,2021-03-02
167,8006,2022-08-18
163,2379,2019-08-25
29,5271,2022-06-19
157,3774,2023-02-24
127,3659,2017-10-26
202,3819,2004-10-05
202,8207,1998-10-13
202,7182,2002-02-26
201,2252,1986-07-30
201,4523,1955-10-29
108,1606,2018-09-25
201,3297,1952-06-13
171,4329,2020-04-25
193,6961,2023-01-04
202,5906,1996-05-10
45,7323,2022-09-15
186,4509,2020-10-01
202,2036,2015-07-16
94,1953,2022-10-16
27,1336,2019-11-26
202,2260,2011-08-12
163,6579,2023-05-12
158,2522,2017-06-21
202,5433,2003-06-27
202,8192,2014-08-05
202,2352,2006-11-24
91,4938,2021-10-22
201,6202,1957-03-09
120,4259,2022-01-15
190,2056,2025-12-22
201,2117,1967-09-28
201,2860,1992-06-29
117,6480,2020-06-04
16,7671,2025-12-12
132,7391,2020-01-03
36,728,2018-05-24
176,5059,2023-04-13
190,2409,2017-10-01
202,8788,2002-12-15
201,7668,1982-12-10
191,6690,2024-09-29
202,6578,2014-09-09
201,5251,1968-11-08
47,8055,2022-08-11
1,5448,2022-04-15
145,4107,2018-02-09
202,5351,1998-09-21
82,1013,2020-09-21
20,2233,2022-11-29
98,2956,2025-05-08
51,1585,2025-01-27
202,8005,2013-06-04
69,1913,2021-09-27
97,3069,2024-08-09
40,2529,2017-11-17
173,6302,2025-08-09
21,445,2018-09-08
149,7666,2018-07-13
107,2204,2017-01-19
21,7883,2019-12-20
128,3830,2018-03-15
93,5896,2018-03-14
93,4507,2020-08-14
37,8783,2025-07-24
201,633,1957-03-09
201,3430,1990-11-26
90,3204,2024-11-29
202,2664,2011-06-23
202,8137,2013-12-22
50,2109,2024-12-21
202,5822,1996-01-29
57,3200,2018-05-30
202,6581,2000-07-20
1,6892,2023-11-09
171,6243,2018-03-21
202,7683,2008-04-10
66,7033,2024-01-27
201,5125,1989-07-14
149,3010,2019-04-26
172,8148,2019-07-04
191,224,2021-10-31
202,4681,2004-10-13
202,4325,1998-12-04
202,4794,2000-02-05
116,8390,2025-04-30
124,5059,2017-12-28
54,7689,2022-03-10
54,3365,2020-07-26
15,6759,2022-03-04
70,5301,2020-06-18
202,1584,2004-01-06
21,2304,2023-01-31
196,2133,2024-05-07
54,8185,2023-09-26
187,1552,2023-02-28
202,596,2005-10-09
173,6249,2017-10-04
123,8399,2025-12-06
127,5418,2025-11-16
202,3356,2006-02-04
196,8791,2017-11-19
91,8661,2018-01-25
202,2796,1999-05-21
69,3184,2021-08-13
202,1463,1998-09-22
31,3980,2024-09-29
43,6610,2022-03-27
202,20,1999-08-27
105,17,2021-08-22
102,1577,2020-01-14
70,7629,2022-12-14
7,5623,2017-06-16
56,2324,2025-07-31
160,5463,2025-02-27
88,4471,2018-02-26
73,4666,2021-05-28
201,678,1975-01-15
122,4020,2022-04-24
74,4552,2020-08-08
201,6035,1992-03-11
202,3005,2002-05-29
202,1798,2002-10-06
202,6713,2004-06-19
57,6430,2020-07-16
59,229,2025-07-25
160,1281,2017-04-10
86,4928,2024-06-02
202,6747,2002-12-15
202,1548,2004-04-12
65,1007,2018-11-25
171,7651,2022-11-14
144,7597,2020-01-21
146,7061,2021-04-01
105,7828,2018-09-23
127,3524,2017-02-08
84,8051,2019-11-14
201,5047,1971-01-16
58,2447,2017-11-10
76,6171,2021-08-28
202,7675,2014-04-22
201,8711,1980-10-19
61,5352,2025-03-16
11,8218,2020-10-09
10,5045,2019-02-07
161,8012,2017-12-19
80,504,2021-09-15
100,7785,2023-08-23
100,5659,2020-09-14
46,8653,2017-09-03
172,3361,2025-05-26
32,904,2020-08-23
3,5712,2018-04-11
193,4173,2021-01-04
202,8476,2000-02-27
39,7013,2022-06-13
202,7502,2001-09-25
48,4590,2024-11-29
157,6672,2022-10-27
201,7294,1986-02-03
85,2861,2022-09-09
43,6088,2019-08-01
17,7057,2019-05-28
131,7980,2018-09-17
57,6147,2018-01-07
73,112,2024-04-30
202,8254,1996-04-21
109,1063,2022-08-21
94,6289,2018-06-07
175,6264,2019-03-14
104,3680,2017-11-21
155,6984,2017-12-15
161,1242,2019-04-03
18,4289,2024-03-09
149,193,2023-07-02
38,3332,2017-06-11
97,7893,2024-05-14
99,2854,2024-05-19
202,8543,1999-12-07
201,6300,1981-09-05
144,8702,2020-12-10
80,8667,2023-04-13
4,6610,2020-04-01
26,2629,2022-03-24
202,4023,2016-11-07
13,989,2022-08-16
18,4264,2019-12-24
201,1301,1967-10-07
2,2230,2023-03-15
201,6121,1956-05-30
175,5707,2024-06-01
185,7750,2022-04-30
175,5453,2023-03-31
202,8807,2003-02-23
158,1831,2017-01-13
202,7482,2003-05-27
90,4649,2024-01-19
191,2146,2020-08-09
142,4650,2018-01-18
201,2560,1954-07-04
107,2078,2018-05-09
202,4450,2012-09-20
3,7343,2021-10-06
202,4391,2006-10-08
74,6344,2023-10-12
48,1681,2019-09-03
66,4192,2018-07-15
58,6043,2017-05-08
122,8496,2019-02-25
202,2632,2013-05-25
68,4369,2023-07-15
202,8504,2006-11-08
72,8376,2024-02-08
80,533,2023-03-31
202,3418,2002-03-13
202,699,1997-12-10
202,5423,2014-02-22
202,4231,1999-12-08
201,4308,1951-04-20
201,3823,1979-12-06
201,1683,1989-11-21
201,5741,1966-08-01
94,5585,2018-08-16
104,7984,2021-12-24
112,1470,2019-02-19
119,2184,2022-09-05
141,538,2019-06-23
202,987,2012-10-27
121,157,2024-03-19
106,4731,2023-06-01
128,3912,2019-04-04
7,4327,2021-05-05
92,4669,2023-07-29
50,7383,2023-08-18
103,161,2022-11-06
84,520,2017-01-06
202,8653,1995-09-15
26,809,2023-05-27
103,7341,2018-07-07
76,3636,2024-08-09
202,3184,2010-06-14
158,6194,2018-01-31
201,50,1981-08-15
202,450,2015-06-17
19,5250,2025-05-06
201,2923,1959-03-14
131,1474,2024-06-25
202,4475,2009-06-29
36,1087,2024-10-27
147,2588,2021-12-15
78,3812,2019-12-01
146,445,2018-11-04
202,5846,2010-11-09
166,688,2019-09-23
89,6481,2024-10-25
140,7172,2020-10-11
202,4054,2012-10-27
167,2405,2020-10-16
186,5748,2019-11-29
119,8297,2019-10-23
183,3862,2017-04-08
191,3621,2017-11-28
86,6621,2023-11-27
202,5710,1998-11-26
48,7420,2025-05-14
175,8057,2019-03-01
186,6570,2018-07-15
36,8105,2024-07-04
202,3079,2010-08-12
22,1628,2023-11-02
202,1849,1997-05-30
84,6733,2025-08-08
76,8643,2024-07-29
202,6949,2004-10-13
202,7915,2000-05-24
107,7369,2023-01-27
140,6858,2023-10-22
201,4017,1959-06-01
29,3083,2023-08-15
130,8040,2019-05-16
77,1660,2022-06-01
63,4906,2018-12-15
49,2963,2024-04-08
85,1713,2023-08-26
46,1019,2018-05-24
141,7313,2023-03-06
59,8311,2021-11-10
29,2466,2021-04-12
149,8560,2019-11-10
201,5776,1991-12-06
82,7435,2020-10-31
150,7029,2018-10-23
79,5986,2024-03-10
152,5620,2021-11-14
168,5683,2018-07-26
123,7352,2021-08-02
201,2742,1971-07-22
87,2895,2025-09-25
6,8091,2025-02-27
34,4623,2021-06-14
202,2234,2014-07-17
158,6345,2023-02-08
159,7227,2022-05-15
27,2791,2019-08-25
100,7232,2022-03-22
98,1299,2020-12-12
188,3978,2024-08-01
81,2542,2025-07-24
147,7802,2023-08-27
202,5304,2013-07-11
20,6640,2022-01-11
32,6133,2018-05-01
70,1793,2024-07-10
201,4342,1983-03-20
128,1708,2018-09-29
202,2040,2014-01-01
202,7324,2003-04-13
202,6633,2003-04-02
44,4227,2021-12-02
160,2987,2021-08-04
202,2721,2016-11-25
2,4023,2020-11-11
202,4934,2010-06-24
202,2868,2003-05-10
137,8705,2018-12-16
111,4595,2025-07-14
193,3658,2018-04-14
201,1583,1950-05-19
202,7931,2022-12-07
68,1579,2019-02-24
202,8464,2004-04-11
141,8587,2021-02-09
72,5234,2023-03-26
202,310,2013-10-07
109,6957,2021-03-14
86,5777,2023-10-15
202,3721,2014-09-03
25,8493,2021-09-13
63,1519,2020-05-18
202,5299,2014-12-09
163,6564,2017-11-09
101,7323,2019-07-03
114,6105,2019-03-08
4,6163,2024-06-01
201,2477,1994-04-05
202,4192,2021-05-13
202,5574,2002-08-26
202,8217,2006-05-22
188,4526,2022-08-28
171,1689,2024-11-21
202,2715,2014-06-26
78,8306,2017-07-20
202,8186,1999-08-20
45,4086,2022-04-19
107,368,2019-09-17
25,3191,2021-09-27
71,562,2025-10-08
52,202,2025-04-26
93,1805,2018-12-23
180,7335,2025-05-12
118,3979,2022-09-21
202,6199,2004-05-11
111,4722,2023-01-17
37,5070,2025-06-24
168,6254,2018-07-31
47,4806,2021-07-23
202,2213,2009-10-04
131,2915,2021-10-28
84,6220,2022-02-07
44,7700,2022-01-19
202,7808,2001-05-03
5,8604,2023-01-18
13,767,2020-04-25
169,6400,2017-04-07
16,8561,2018-05-16
202,1582,2013-07-11
25,2577,2023-07-04
38,8405,2023-02-27
16,1604,2017-01-28
10,2715,2022-02-27
202,7222,2005-01-13
73,5650,2020-05-06
64,733,2019-03-17
202,597,2006-07-20
48,4418,2025-06-15
202,5112,2012-03-13
75,5042,2024-12-31
