SID,MID
96,7458
144,2780
110,5203
137,8235
13,6408
180,8770
24,5999
5,3020
146,2333
37,5352
22,4810
82,7437
115,5332
78,6840
65,5947
49,1595
134,3910
3,7418
94,5320
144,1452
135,6773
191,7275
98,3516
2,7985
197,8318
35,408
109,1843
145,3709
192,3750
136,5348
32,5745
36,2183
90,3772
98,7120
86,6873
64,2457
176,4658
95,3380
75,953
169,8552
79,4396
79,32
5,2454
38,3107
157,8554
118,1531
45,8617
76,6551
199,5841
163,8609
32,4032
185,5455
133,2170
72,1590
111,6607
70,6107
94,1904
160,2941
129,1251
10,1286
61,1840
191,2561
155,7556
128,12
34,2702
71,6656
42,5361
193,6295
192,5189
23,4901
50,1203
110,2453
47,7409
122,3726
187,2239
27,8168
83,1444
191,7551
112,3694
168,5176
103,5596
179,550
63,1108
185,4933
108,3713
102,2458
70,7961
15,7423
61,7211
43,1676
24,369
185,5256
112,3737
24,2628
144,855
87,5674
167,4742
64,2679
51,5749
38,7577
194,2065
85,3031
51,2471
195,4577
109,6782
76,1368
41,7499
130,6993
2,4890
143,685
116,4295
92,2919
64,1631
65,3039
56,3246
150,7528
98,6200
164,5382
18,7498
199,4616
83,5938
2,372
148,4749
7,2610
135,6195
106,8029
29,1993
85,2218
43,6907
197,6213
125,1514
7,4068
105,2718
116,642
73,6465
129,967
59,1224
72,6585
111,1455
82,8623
187,7135
35,7041
15,3307
172,3021
158,1928
31,3070
136,7491
195,6988
163,1275
154,2078
133,5821
72,4402
146,6506
57,185
86,7326
54,2278
6,1621
164,5541
151,7933
188,1694
168,6922
160,2274
1,8593
55,3124
114,910
47,7073
22,1429
143,7958
61,270
133,7941
145,172
136,7502
190,8314
112,1846
38,223
10,4903
51,911
3,8284
172,5990
175,2204
26,8507
118,3398
87,5483
81,3438
162,3468
96,1298
163,2284
44,4760
135,5914
162,5058
150,4191
13,4079
154,6665
157,6835
5,7710
69,6442
197,5702
34,6039
150,5074
170,2015
97,1991
174,7665
107,3096
70,6687
117,7870
115,7441
162,4317
132,1472
27,2908
78,4431
24,8010
160,311
161,5840
24,8590
67,2304
190,137
45,7215
69,2943
186,1942
129,546
132,2153
64,4547
42,6253
178,5827
118,6412
151,8512
18,4649
146,4373
42,5057
35,3882
91,8180
190,6098
31,5283
177,7723
143,1002
188,5056
2,176
54,3799
107,6605
47,7353
91,6096
76,6690
33,1728
78,3520
8,544
199,4298
99,812
184,2233
86,3213
171,6211
36,7401
23,7911
13,3800
198,5167
147,6163
172,8435
146,4415
24,5614
20,6214
197,6825
43,2537
23,2277
33,1334
111,7980
9,7318
77,4336
76,740
93,4528
25,1915
99,8489
151,5126
199,399
176,2650
126,406
16,3950
174,5788
140,6254
100,3977
16,1450
46,1738
64,1541
136,3139
171,1416
197,4626
183,5038
180,6009
193,8343
117,1782
180,7394
106,3261
25,6402
53,7615
61,8513
145,1023
101,3346
77,7813
66,2763
17,6965
154,2967
97,7557
124,707
67,7747
32,5537
198,6284
22,6143
1,2899
129,3605
189,5105
9,5117
171,7783
149,931
69,8705
67,1289
153,1290
156,5759
107,7893
3,5151
35,3875
161,1743
46,995
6,4710
126,3496
90,826
84,755
173,6574
41,4517
56,8802
43,1645
53,7549
108,7
171,8416
21,158
135,2820
102,1486
122,5185
12,3838
79,2866
26,2363
113,1475
195,5626
172,4025
87,6998
108,5222
4,6536
156,7906
35,2719
19,4774
89,4017
47,1909
112,5962
66,6419
124,1062
22,1063
41,5323
114,2432
103,6479
51,3794
31,5820
155,8699
136,3364
4,7188
179,3766
116,7734
47,8508
88,7780
109,648
72,8646
41,3237
187,8493
171,1875
131,296
194,3442
20,6322
184,3436
143,7078
186,7443
134,8367
194,5199
158,5445
114,4436
51,4364
49,3135
64,3224
20,7682
58,8245
159,6921
125,6062
187,5061
88,1398
174,5782
130,2292
59,668
102,2046
195,6230
147,4193
10,2152
128,6517
105,5099
63,7258
92,5322
80,4964
79,7235
141,6520
47,2000
150,6540
105,430
105,6613
32,8261
199,6953
196,7109
130,7261
186,7812
28,8624
186,4438
101,4527
66,8756
85,1926
122,6360
149,438
189,7673
165,1758
114,5154
179,1628
180,119
26,4703
41,8418
199,2522
150,315
33,522
141,8650
162,6148
169,4044
39,164
173,2279
149,4194
27,4072
197,3505
18,5317
21,7829
111,2017
113,8039
3,1820
157,2105
55,6877
125,7447
52,7359
56,2945
128,8083
26,4435
83,5806
186,4755
51,4452
105,7233
123,3444
173,6327
4,3420
150,6566
38,8047
62,5264
85,5400
11,2034
152,3637
96,4485
48,2623
90,2504
123,8022
173,1835
2,1466
5,1517
23,1332
185,7907
18,4940
62,8523
195,4729
162,5756
25,4795
48,3292
64,295
93,4225
98,8414
88,3504
178,8320
4,5503
145,5284
104,4266
69,5017
181,7143
95,3889
74,1309
111,4279
20,5022
22,3576
83,3984
44,1971
130,5304
171,551
68,2016
116,160
60,4445
37,1610
25,3761
118,7445
53,3920
147,1408
99,3548
149,4144
129,2418
44,3244
112,2388
152,8333
74,456
178,6289
95,2977
112,4578
147,8041
43,3773
137,3697
76,850
73,461
9,5949
90,4448
108,6057
125,6
183,3905
57,656
116,836
101,4115
87,5866
51,683
180,1985
183,2150
83,4568
9,3978
148,7878
163,682
95,6444
90,6309
188,6814
30,6695
142,7935
46,1881
69,27
80,5216
34,276
130,6743
137,8551
128,3315
49,4506
26,3410
162,6498
157,3967
188,5355
36,6841
159,7982
103,2005
189,5937
36,6151
167,2936
120,5499
8,136
40,806
13,2336
180,6113
160,1449
200,6447
7,4783
158,1649
40,4493
158,4797
5,4984
117,3482
78,2774
110,4475
163,2241
13,3072
40,3834
45,1226
11,6514
46,2684
103,6882
58,8072
189,4564
125,6645
79,3725
100,3721
164,711
72,6986
189,5467
36,2287
155,7972
109,5623
59,6191
71,1746
96,1457
27,7147
52,4158
141,7470
59,2312
37,8466
20,1660
111,3915
144,1130
7,3567
102,7025
141,6293
113,2088
132,4802
89,7408
7,3258
154,8291
16,3535
3,3073
161,5214
45,5551
186,4367
72,1001
84,4106
61,6046
180,5908
124,7634
99,3233
129,5002
19,6555
160,7096
49,2828
157,4995
164,7722
183,8019
5,7854
132,3373
22,4814
158,5781
155,7484
3,5731
81,4849
196,1523
59,5633
20,3152
160,1391
80,5927
18,3230
194,6886
118,4338
173,4117
149,6034
62,6399
41,3866
123,6691
23,7921
93,8545
39,2340
154,1249
85,6313
76,8331
130,861
180,5995
193,3367
168,4093
161,4471
195,2676
156,293
67,7028
67,5339
34,7357
193,2135
117,5115
56,1323
87,6470
110,3671
95,8798
80,7788
51,5603
103,1586
51,1403
178,3676
137,7136
29,6505
88,8368
86,3881
138,2196
173,4164
140,2603
121,2406
168,6337
11,3796
101,7768
184,6031
68,6350
14,3789
145,474
36,4549
4,58
152,8779
39,8009
176,8407
182,3716
10,4851
136,8301
62,6182
166,8413
118,5832
196,7416
183,8480
121,5893
63,3008
177,4454
147,1606
6,3569
22,2326
72,7382
46,3217
155,5594
159,6125
94,5871
200,128
5,2280
88,365
176,7762
1,302
188,3112
53,5106
162,8021
184,634
91,65
58,7432
9,2295
82,2182
143,4570
11,5389
166,6552
3,1879
83,5559
64,6406
145,6975
148,4469
129,7648
10,3101
111,6541
67,5617
187,2777
121,4261
124,2257
25,797
164,1073
23,2697
114,6863
93,7704
175,4939
65,2474
98,5991
132,6386
42,8208
59,6366
130,2009
115,8183
53,8031
149,1533
162,8510
71,482
9,2459
134,7612
110,838
111,8533
148,6711
178,5950
11,4665
12,7760
31,2060
65,657
70,2630
63,7346
38,7782
103,1113
169,1749
68,2203
92,6652
180,5109
61,2970
188,7246
65,960
27,7058
12,3863
196,3061
109,4692
51,5131
172,2025
57,1677
9,3752
62,4653
173,7016
86,2527
97,1325
192,1461
39,140
149,5540
179,5558
94,1047
174,5381
152,2267
130,6416
26,4835
156,7701
11,7475
75,5231
76,300
30,7652
121,3619
176,6531
187,7449
107,4240
16,6067
123,6266
34,8629
112,688
163,2054
190,3321
108,627
108,4481
73,8088
2,4538
200,3397
199,5387
153,2876
11,8707
177,3653
157,4558
18,7951
12,692
121,8004
188,1914
132,7260
191,3069
187,5392
36,5773
33,7013
48,6104
158,5266
194,4600
133,6759
79,389
140,8198
112,5699
21,8750
159,488
121,1379
51,3134
32,977
93,7365
43,5589
109,6335
18,4369
76,2953
94,5403
181,3357
24,5436
11,1025
45,3078
72,1657
6,205
171,5549
135,8107
81,883
174,7198
45,7579
94,2171
12,1650
114,5643
20,8352
157,6939
128,5685
70,4062
105,7535
91,1938
12,1295
24,49
2,3510
59,6657
59,7392
159,5818
193,5887
118,5207
75,5547
33,6946
197,6774
21,4456
91,5517
119,7020
92,7140
172,1336
185,5358
108,6288
51,3355
199,2261
48,3428
93,7995
107,5889
148,804
53,6535
120,6082
144,5213
196,3734
105,2753
131,405
95,5286
29,4762
64,394
135,8587
197,2738
46,4920
88,7532
196,3002
174,1250
122,3855
78,4908
7,639
176,2428
109,6624
136,1370
53,7888
18,6272
27,6735
21,1682
92,1887
122,5536
173,4516
71,3387
3,1674
81,1155
120,8496
105,7996
33,8671
139,7554
61,7277
64,1515
26,5560
41,1792
116,1757
70,4618
79,6493
58,7529
96,4677
43,8068
136,923
8,1245
70,1607
161,283
144,5267
40,8219
90,153
101,5228
11,7269
74,6683
139,3626
136,2077
90,5740
28,4000
136,7126
159,7238
181,882
10,5158
129,4329
77,4675
93,7325
180,5009
91,427
78,5335
177,7733
149,2101
2,5944
27,4354
184,7883
126,7631
99,1011
15,1046
56,1487
166,351
191,1661
80,5308
14,6393
60,259
163,3235
180,6663
48,8566
72,6138
129,2907
155,1118
28,6268
115,8782
167,5894
21,2477
139,8806
117,6372
67,3571
123,1744
32,7668
96,4562
86,8747
123,4251
172,8517
191,5418
66,8783
146,1741
21,7288
124,956
100,2762
9,2306
152,6124
133,1652
46,6300
82,8460
18,3775
179,3388
154,2163
61,1324
126,2268
13,7002
180,7692
110,4401
22,5807
80,8364
32,6563
80,7932
146,710
158,1709
63,4484
144,2296
133,4352
95,2493
21,5693
85,646
105,2516
55,5965
180,5085
13,6063
87,1380
75,6833
5,5374
38,8005
108,5606
69,6086
87,2231
62,2661
167,7578
199,3525
152,7295
8,7457
104,1192
76,6084
157,970
145,887
101,7179
97,7685
119,8173
30,5173
200,2631
35,7939
150,947
35,817
5,2395
22,1686
20,5429
71,813
45,446
57,3880
152,8305
137,8258
46,5030
122,4424
193,7866
180,2392
117,3399
95,6982
154,8710
57,4520
30,1388
103,5777
114,8086
190,807
13,64
141,264
98,6594
19,5178
92,7994
36,6724
157,7070
63,4470
193,913
144,6022
26,2071
110,1027
70,2460
89,1732
1,3793
30,3193
151,8694
157,2902
59,317
190,5988
149,4377
68,157
119,6971
178,5301
26,2344
52,4241
180,4384
60,2954
109,8524
169,4381
58,2573
153,8451
144,1566
55,1066
29,8716
97,6475
85,1400
130,8663
191,1005
64,8596
14,7178
48,6189
113,6744
27,4602
58,4567
188,1075
74,1185
98,1262
69,5958
22,2376
155,2735
41,5853
73,7666
107,2833
20,1508
9,4290
81,3122
67,6920
88,2794
126,2086
139,6305
192,1100
195,4371
121,6941
183,5880
15,4181
36,4971
88,7125
66,1830
10,7988
76,6850
10,249
61,3173
135,4296
166,4419
66,935
134,614
150,7283
185,3456
44,5123
93,4936
93,33
32,1521
169,7576
41,7810
171,560
159,8089
27,7605
175,2125
18,2904
13,1031
192,2656
85,2129
44,8769
9,232
81,5815
98,3797
34,4843
114,1712
159,3035
119,2709
123,3080
45,4196
105,4942
11,2851
116,7060
96,6389
126,436
104,8559
142,4893
154,1266
50,2229
9,2214
59,5736
127,1763
36,2254
82,2530
104,2178
173,3477
122,1217
188,7803
125,6828
81,7446
24,6503
99,7453
52,6765
181,490
140,1481
35,2489
143,8602
4,4953
159,7655
45,5005
115,2830
89,7225
35,204
17,1635
71,7306
85,5406
79,604
54,8074
23,318
69,5357
174,6146
71,4046
143,5196
177,7358
84,4667
161,1329
27,7381
31,3265
162,8252
73,5314
37,6347
84,643
161,4177
28,4513
7,1803
69,1930
116,6101
42,4688
30,6562
71,8340
122,1929
181,8178
114,975
75,2551
188,2039
195,3275
102,1120
166,1346
29,6171
9,117
38,2767
195,1088
22,5763
193,432
194,3052
20,2134
70,8469
35,6210
115,6655
92,2075
129,4702
194,2823
198,2737
96,2842
45,492
11,4806
44,4130
43,3930
27,2322
102,8445
136,6120
165,1222
8,3843
165,7195
139,8332
125,8727
16,6271
52,983
132,1439
78,5296
198,8702
36,7582
146,4078
13,8712
74,7245
8,1750
140,6012
187,4120
142,3198
73,7708
149,4809
127,7667
58,3345
9,2948
60,2386
167,3474
94,5913
134,1977
154,4815
6,395
150,7243
86,7170
190,6242
113,6198
90,6036
20,8436
42,7255
19,4788
160,5834
118,6951
200,2884
81,450
31,8772
105,7581
94,1629
108,8532
39,8786
78,1418
25,3448
189,3542
35,7112
140,4608
48,1826
96,6934
114,4685
163,3539
49,1104
182,7875
127,3095
96,4166
8,5193
172,1132
130,3054
79,7859
197,1024
110,4996
125,5182
41,7967
58,958
173,6564
145,7378
172,8555
184,2141
93,1342
121,8102
64,2641
7,695
73,3386
72,803
94,1796
170,5743
107,7314
195,6857
96,7872
9,173
98,6611
171,8534
168,4534
156,6351
177,3472
90,3562
193,483
41,6708
67,2926
175,1771
122,2195
31,383
101,5791
129,303
42,3214
162,6612
64,151
42,1284
4,2343
165,6258
79,6521
195,3776
23,739
67,3401
151,4057
74,7003
137,4585
94,1125
16,3674
46,5620
48,7660
91,6996
84,8678
149,6732
171,6340
128,2634
179,7976
28,6494
38,7105
61,1905
91,3588
23,3060
199,336
9,6667
34,8681
23,3530
46,4718
22,3502
173,404
65,605
159,1747
1,4090
48,6745
181,2188
114,2227
188,7204
109,6890
103,1227
170,7639
163,4728
107,5659
109,480
56,2694
23,2283
62,7991
132,6838
21,8356
33,6298
82,4972
140,3040
149,6891
130,1612
135,6543
23,2812
69,5984
28,5346
37,1169
28,3894
96,5425
161,4227
65,6136
122,7563
25,5592
29,7845
63,6770
4,523
194,6274
44,652
1,3276
60,1339
148,6808
195,8664
190,7651
74,3093
102,5310
191,1136
24,5921
78,6661
143,7618
6,3566
50,3995
119,7180
121,1129
183,4727
30,4666
84,3280
46,1243
151,2636
69,5926
36,3771
16,8150
22,5399
125,7989
133,964
165,8276
31,5733
29,1865
22,8708
39,6308
64,7714
39,2886
186,202
54,3774
153,2053
130,8654
159,3325
131,3852
114,7950
75,3607
168,5103
90,8259
70,3533
129,7771
104,8701
124,3592
20,8444
154,1411
79,6461
52,227
77,5432
63,4613
20,4523
103,6762
65,8309
89,673
66,5909
76,2799
20,986
5,5369
39,1931
200,3743
166,5856
149,7330
101,5523
178,42
78,5828
38,5768
131,4282
45,1704
103,3939
157,7141
111,7670
28,5431
22,7454
170,8055
43,4844
170,2049
144,6020
86,834
59,20
179,3459
25,3319
11,6928
121,1727
127,6878
125,6208
26,2528
103,6925
141,6006
171,7619
41,6248
161,5401
38,2475
108,7407
49,1844
126,8076
60,2126
85,3993
11,675
187,7525
169,4408
49,2133
110,3358
178,3655
17,4627
129,8060
72,7526
63,4229
81,8126
145,5793
157,1112
55,8189
146,3316
93,3342
74,4441
200,3672
49,4374
23,5498
90,2123
44,6382
106,3422
67,573
67,7506
153,1189
101,1038
153,4109
36,260
155,6546
14,8030
196,2244
126,6114
87,6648
136,6859
131,5697
69,6719
5,8098
38,653
39,4067
53,4081
6,8628
69,4063
40,2687
93,4463
111,3864
138,4805
9,2555
11,8635
120,4587
164,2875
91,397
89,7065
161,1034
160,3250
183,381
186,37
150,1529
24,313
156,762
131,8688
130,6332
155,1459
3,6500
191,2952
151,2468
194,4894
197,2871
124,8417
4,8059
152,8448
84,2513
176,7716
164,1092
151,8575
144,1232
146,7538
141,7815
150,3931
47,6344
71,7663
49,8425
112,2916
119,1395
58,1365
66,2508
143,5632
125,2785
122,2211
197,4949
58,1106
133,2996
35,6474
64,30
67,4761
101,5001
146,8752
108,6676
156,206
121,3413
34,5327
75,2635
72,7053
38,7267
28,8266
59,1976
47,1167
199,2549
60,5318
71,1394
190,8100
71,6219
185,7468
80,7481
169,6048
179,169
114,1484
103,8421
48,1998
124,8025
111,8334
183,2327
161,4607
170,8667
12,5450
120,4784
158,6855
51,3461
81,496
153,322
13,7272
149,3828
128,5722
173,766
7,4331
89,8275
167,7101
99,1579
159,4928
108,1254
104,1174
65,3960
121,7885
126,636
121,8012
26,8595
151,3305
99,6415
14,5062
25,2037
134,7731
77,7281
79,8105
188,8764
17,8542
199,6740
39,2582
165,8581
17,1593
117,7824
82,6318
194,86
56,174
118,2825
132,5192
151,3814
11,3363
24,2642
134,2259
174,4926
190,418
179,735
19,8550
108,125
185,3291
55,6264
31,7570
4,8017
175,5162
168,579
65,1176
135,454
64,7899
164,8267
53,8619
99,828
133,4550
14,5018
51,556
33,2541
4,3900
20,2885
67,3414
135,5972
143,6075
54,4412
23,3130
57,8353
12,3518
16,5063
36,2672
179,5757
106,1013
72,596
161,2602
200,7537
4,7931
109,7928
37,1924
149,6610
55,3970
128,472
100,584
199,7965
11,2962
25,8096
136,2949
95,4974
110,247
107,43
45,1084
75,5170
82,1898
70,5153
66,4684
1,6353
132,933
196,5662
98,2154
130,8050
115,6427
182,3221
48,6990
194,6400
27,7048
40,576
8,3043
62,5792
35,5275
55,745
108,7689
121,7111
130,3492
139,630
13,2483
31,822
102,7115
55,6964
159,6359
143,4950
95,4823
1,4871
160,5134
18,8090
50,3887
16,1866
32,1922
6,6527
52,135
93,6404
35,521
176,7129
127,4156
38,6492
107,5051
172,3322
180,7568
111,6102
17,6159
176,6662
59,5146
49,7172
16,3593
102,7463
147,310
167,5859
160,702
24,3028
55,8281
185,6221
144,8394
125,2389
145,601
104,3849
120,8232
135,5658
69,122
137,1293
72,3754
127,5543
145,5645
86,8426
143,8682
42,3699
78,6570
107,6319
66,7148
188,8558
192,210
192,3113
59,4572
189,1867
128,7628
85,8027
197,2775
50,8313
54,3143
51,8283
55,7415
7,4345
172,2350
83,7023
106,8427
168,7500
72,1848
117,8760
57,7567
117,6853
110,2076
197,5255
58,5942
70,771
103,7090
114,1350
35,53
156,4714
139,3695
115,4014
122,104
164,1584
21,6632
23,5959
149,3792
3,1399
144,102
26,7438
51,898
149,4146
39,8406
86,6252
120,1098
110,4199
150,5766
177,6021
121,5359
181,8052
150,6458
20,2052
82,1745
52,72
146,5408
131,7086
137,4103
84,1364
181,452
15,3736
44,8149
50,6889
121,3651
54,4075
140,590
97,1622
123,6407
155,8154
141,2207
180,5227
40,1471
182,2480
112,6060
68,4002
90,7476
186,1949
97,2019
75,2285
164,6604
71,1454
16,7424
20,8129
120,853
139,7369
34,4779
29,4904
199,1000
179,5258
84,2055
151,2216
137,7337
65,7877
125,2174
65,7522
9,2450
79,5727
64,3603
63,526
173,3895
103,900
101,7092
196,7835
167,7697
76,5535
120,3764
36,3499
139,3929
57,8373
36,6246
166,6750
88,7250
117,8591
50,4959
123,115
81,4798
177,1530
34,5910
133,628
100,4379
18,4745
152,1009
174,1257
156,5023
22,324
27,973
21,5835
188,8365
196,3816
142,1927
125,3136
24,5562
143,5336
193,8397
131,540
143,6590
40,2381
57,2598
163,4916
102,6180
19,410
172,1479
48,2499
167,6333
146,6314
155,8794
165,5055
3,1548
160,3210
116,2222
33,6261
170,2426
144,5013
24,4721
163,3702
69,1206
155,5186
175,5423
74,8530
170,1964
134,1935
55,4321
108,8748
135,1804
78,5413
133,3267
5,7347
93,772
107,434
68,1717
190,7700
1,6668
67,798
192,5616
142,2649
152,5771
51,6488
44,3407
140,1903
128,3030
47,8728
87,1945
121,5035
138,4206
136,421
28,4243
61,6053
49,2747
50,5451
105,8603
68,4611
108,7244
33,1818
44,3767
74,3177
186,3064
9,5679
156,5888
33,1050
109,1210
144,3668
102,4312
137,6707
1,7197
176,617
102,7380
43,425
79,5472
83,2742
46,6670
147,6526
63,5265
106,4437
93,7489
191,5052
72,6817
91,787
63,6361
133,2404
197,5113
9,4994
194,2593
186,676
138,815
89,5248
95,3647
156,2600
162,6127
150,1470
154,2927
180,3861
117,3601
13,4599
144,6202
23,1094
125,1193
53,1085
139,147
105,6437
55,1559
175,4029
11,1179
2,4828
74,4255
127,8057
194,1871
96,2744
6,632
61,352
167,400
190,8563
89,3650
47,7847
22,3091
96,484
68,175
195,3517
22,503
34,1808
117,6403
100,2865
159,7800
191,8665
61,4148
190,7865
116,3730
90,8191
62,5290
190,645
17,4507
56,2151
117,3222
112,8486
101,3425
193,3249
150,6187
96,8351
174,4098
129,2568
33,1107
181,2255
176,5254
17,8625
44,4049
137,1045
172,5690
113,3209
61,5700
37,118
82,6501
93,7587
131,5705
38,3384
91,5557
116,7912
190,6887
151,6748
132,4575
123,2815
56,7781
130,7426
139,5609
140,8361
49,3251
176,3971
85,7116
75,6338
110,8395
84,6849
141,6194
170,8220
61,1615
27,2784
74,1785
6,2955
73,3247
180,289
134,2594
40,885
175,2031
28,734
97,445
73,6936
85,4776
170,5602
154,4086
96,3625
4,3972
188,8250
154,52
113,7154
178,2258
56,1563
80,5362
154,8286
165,1345
42,3600
134,4145
135,7785
33,6471
112,3026
109,582
150,8179
144,819
64,6637
23,1779
114,4838
138,4945
36,3896
189,7764
20,6014
96,5201
182,7201
109,5689
45,8385
49,1891
185,214
60,879
114,697
38,5695
43,1199
37,4169
40,1220
141,8194
101,5218
28,6772
82,2749
101,3509
119,6837
124,4052
112,2923
20,4429
161,8447
117,7298
148,2187
117,6491
116,8265
113,211
102,1695
186,8680
13,954
20,8616
142,8205
98,414
86,5273
101,538
117,7315
72,3877
63,3550
57,6561
7,7149
92,6323
89,3738
52,5493
129,7745
134,7161
27,3514
33,5546
129,2270
164,930
110,7993
62,476
97,4822
173,3677
176,1780
135,8112
59,1356
149,2349
9,5713
70,1292
168,4973
63,3359
105,8262
101,5901
83,8677
24,1082
167,6164
156,8082
97,5642
76,4655
160,3860
7,8690
48,2319
65,6802
34,2874
54,669
12,810
176,6875
162,7887
120,1079
137,701
33,1302
50,7573
88,3981
185,6582
53,999
176,5366
97,2309
100,1101
20,4731
5,4417
180,4704
146,4927
53,5004
145,8738
101,4010
73,2802
151,513
142,5726
131,1861
111,2878
174,1774
186,7319
3,5786
48,2011
2,7674
56,773
198,941
83,7929
182,7915
73,4804
138,4264
52,1274
162,1721
88,5373
154,574
3,5748
106,2743
39,8109
26,7439
155,647
17,6917
40,5636
188,4037
139,1524
130,7715
198,462
90,4923
145,2371
67,4723
171,4746
35,3218
108,5953
148,6105
102,4127
60,4182
80,5082
194,7754
78,1080
191,3297
186,5667
121,6779
39,5462
59,1437
52,2872
5,10
5,6481
137,2994
145,3865
169,7863
160,1343
52,796
93,5242
164,2734
128,6244
109,3068
182,8483
83,3435
8,8160
151,5333
162,3087
120,1608
19,3204
139,3729
155,2476
116,8139
80,5582
115,1955
144,5877
169,3823
94,4035
78,3630
105,187
147,4921
143,5120
56,8536
187,4231
43,7130
190,1165
111,127
90,7398
82,2519
59,8254
165,5365
176,7081
145,3988
4,7977
120,15
188,6593
132,5184
22,4563
84,8753
148,4787
96,1834
14,82
103,3327
20,4289
56,7642
196,8184
7,3686
151,4355
144,6212
184,2197
153,2116
31,2796
48,8777
67,134
66,5303
40,698
151,1225
141,2102
7,3661
93,8053
29,4071
126,8323
99,5237
106,8461
76,7641
55,495
180,4875
21,2997
47,7823
91,8241
9,2546
64,3170
32,1832
97,4053
25,3452
55,6970
63,7290
181,5164
199,8342
150,7455
54,4234
70,7816
3,6679
133,7430
100,6722
23,6106
158,5368
113,786
163,2293
35,4866
92,2585
148,1698
86,6689
36,4796
37,3441
42,5285
18,672
188,3484
159,5548
159,6149
188,5948
31,5364
159,8476
110,1958
120,3673
103,1036
154,3476
138,7320
124,5896
190,597
16,7848
67,4110
89,7779
177,792
198,5338
11,2801
200,5204
110,3922
190,4005
164,8564
100,779
166,1731
107,6911
131,5233
3,6903
123,61
44,7925
110,5928
163,4638
62,3606
96,7901
90,8561
84,3968
45,1121
43,4687
46,6019
109,2909
75,3586
129,1549
96,7487
198,776
30,6232
182,6072
89,159
51,92
51,598
7,1767
69,2199
14,1432
105,948
76,6554
88,6587
184,8328
46,314
137,2752
17,2959
30,6842
27,3812
63,4301
72,3391
173,326
1,3396
184,4701
116,7067
120,46
86,2087
7,8758
78,7371
6,7014
192,6007
47,4119
114,7171
142,4235
108,8805
36,5330
119,5528
64,1980
63,1319
18,4490
134,2006
151,4215
99,4591
1,2730
89,2463
186,564
167,8299
175,6784
69,1021
20,7661
161,7565
142,3288
35,8597
63,1151
138,866
39,8306
42,7017
174,5863
156,6647
196,1720
84,7403
161,5047
23,3082
23,4733
176,8371
32,2124
90,5951
62,5849
196,4791
63,5805
182,5272
101,7904
128,3604
7,982
85,7193
156,4318
165,2491
113,7420
126,6804
128,5435
154,6984
134,5257
140,5092
194,5157
79,5578
61,4827
146,5037
171,327
53,7339
131,511
49,5985
180,6234
169,3989
62,8056
118,6279
88,4151
131,6608
120,8729
165,671
121,4499
137,4036
181,3842
192,3512
142,8487
143,6528
95,6720
75,1534
43,3992
85,5897
178,3200
68,939
166,5098
183,6397
164,1814
27,4269
121,5923
46,5707
129,1049
141,5833
141,416
9,6081
82,2696
170,5729
10,1979
81,6312
60,4531
145,7399
113,731
9,2724
163,3025
74,917
178,1212
79,429
64,2271
38,1822
175,6068
24,5714
78,7503
21,306
146,4376
113,5701
86,7871
130,1497
162,1119
103,778
144,6161
50,6909
187,5088
112,920
103,3874
114,3624
130,1623
35,6391
190,6899
137,8206
146,4114
34,469
158,2342
162,2755
183,2883
47,2682
182,2158
171,6757
116,7279
192,743
133,6088
154,5529
89,2264
113,5516
125,1742
151,7194
142,1369
149,7658
10,950
135,2972
153,21
153,2607
59,4899
173,4006
195,3184
119,5071
73,6116
190,105
129,3938
178,6548
107,4924
99,2575
200,3074
107,3858
155,6383
63,3491
89,8240
142,4249
68,3007
56,8110
195,4007
170,7049
118,1896
186,5854
92,7767
110,7968
26,514
8,7750
78,1957
114,4045
99,2652
102,886
103,4552
26,3347
58,5581
81,8643
12,5155
12,3903
125,2807
110,39
149,67
8,1312
54,2700
67,1734
179,3172
8,4820
33,3798
198,6930
18,7889
71,4446
81,367
20,3669
55,929
46,6472
62,3927
7,5525
118,4569
33,5481
100,2683
52,3053
117,8237
51,619
193,6749
57,1123
25,5024
68,7858
181,8065
170,5934
118,2442
187,6401
130,6390
171,3352
43,6111
165,5353
111,5905
37,7516
168,6713
158,6678
2,4375
118,3602
200,2194
99,4624
72,6294
87,3163
175,8452
123,4915
124,5340
4,1478
48,35
10,4944
157,7755
90,868
139,8085
9,1441
36,1265
150,6336
11,6342
41,7108
100,4254
90,103
200,4941
62,8771
109,8704
40,5044
40,2918
196,4900
109,1204
25,8720
123,5799
141,6888
114,5494
9,4066
50,4639
113,2545
66,6156
91,3458
141,5704
80,1195
190,640
146,2422
7,3289
13,6250
127,5070
145,8408
59,4697
90,2837
44,5687
94,8357
29,7857
199,8277
174,8788
110,7914
71,7729
45,4118
80,385
175,7964
91,4716
198,231
149,2881
1,8274
129,2726
39,146
29,1303
147,4138
159,4522
172,888
183,5906
113,1987
80,8633
131,1093
79,5825
199,1397
93,2711
141,5601
173,1526
84,7324
161,1142
11,6243
87,6231
49,5090
31,5298
163,7817
90,5190
115,6375
136,4590
62,4250
192,4501
29,1244
100,5746
96,3952
183,3256
76,2947
77,1032
138,4214
104,7992
138,7699
67,6051
37,6141
193,3508
119,1981
33,884
119,1188
76,6786
173,4134
44,7313
102,5342
81,1760
184,7377
180,5430
153,2660
189,5118
55,1518
151,2002
147,4314
41,1146
177,8696
184,7653
109,4319
112,8632
26,7239
169,2082
126,2912
70,1095
77,6697
26,437
