CID,MID
1586,8259
1587,694
1588,4735
1588,5777
1588,8773
1589,7127
1590,747
1590,1394
1590,4499
1590,5614
1591,274
1591,940
1591,2212
1591,7900
1592,849
1592,1230
1592,5115
1592,5222
1592,7149
1592,8622
1593,544
1593,2083
1593,5504
1593,6656
1593,7847
1594,1690
1594,5953
1595,8407
1596,2622
1596,4712
1596,5281
1596,7476
1597,92
1597,511
1597,1965
1597,2322
1597,5080
1597,5153
1597,8578
1598,2340
1598,5159
1598,7669
1599,6452
1599,7180
1600,571
1600,2045
1600,4975
1601,1263
1601,2069
1601,3283
1602,1102
1603,150
1603,1316
1603,3370
1603,3867
1604,370
1604,595
1604,2536
1604,4137
1604,6002
1605,1297
1605,4796
1605,5934
1605,7244
1605,7264
1606,6273
1607,531
1607,2300
1608,2514
1608,7519
1608,8753
1609,158
1609,1527
1609,5017
1609,7372
1609,8209
1610,2779
1610,3680
1610,6078
1610,7309
1610,7837
1611,407
1611,6096
1611,6706
1611,7533
1612,5789
1612,7274
1613,1260
1613,2695
1614,2256
1614,5841
1615,48
1615,690
1615,814
1615,4594
1615,5255
1615,6669
1615,8675
1616,6013
1617,4156
1617,4941
1617,5342
1617,6522
1617,7170
1618,1224
1618,1637
1618,5151
1619,2084
1619,4567
1619,5964
1619,8437
1620,4090
1620,4314
1621,356
1621,1859
1622,425
1622,2985
1622,3508
1622,4606
1622,8071
1623,1233
1623,2948
1623,3049
1623,4800
1624,3842
1624,8177
1625,4290
1625,4861
1625,8483
1626,18
1626,2287
1626,3321
1626,6341
1626,6564
1627,1454
1627,1930
1628,1530
1628,3370
1628,4289
1628,5799
1629,4265
1630,7312
1630,8203
1631,1139
1631,3516
1631,7853
1632,617
1632,3242
1632,4354
1632,4679
1632,7900
1632,8545
1633,1507
1633,1538
1633,2902
1633,3048
1633,8048
1633,8056
1634,3280
1634,4260
1635,2010
1635,4097
1635,6564
1635,6579
1636,719
1636,1490
1636,2224
1636,7703
1637,1214
1637,4055
1637,7353
1638,4185
1638,7407
1638,8022
1639,1498
1639,2829
1639,3084
1639,6153
1639,7538
1640,2347
1640,4893
1640,5007
1640,6789
1640,7293
1640,8649
1641,1439
1641,2987
1641,5314
1642,5237
1642,5811
1642,6596
1643,72
1643,3155
1643,5482
1643,5693
1644,925
1644,1064
1644,4225
1645,2083
1645,2911
1645,4758
1646,4516
1646,4915
1647,2187
1647,2581
1647,5552
1648,2853
1649,470
1649,1121
1649,2656
1649,5923
1650,4455
1650,4831
1650,8336
1651,61
1651,3674
1652,1989
1652,2391
1652,6440
1652,8672
1653,3293
1653,3459
1653,3624
1653,4092
1654,2276
1654,3992
1655,2611
1655,3264
1655,3879
1655,8742
1656,1230
1656,1518
1656,8095
1657,431
1657,3418
1657,4562
1657,5094
1657,5504
1658,1757
1658,4750
1658,5913
1659,6045
1660,2674
1660,5957
1660,7658
1661,2127
1661,4380
1662,58
1662,1413
1662,6295
1662,7338
1663,935
1663,1078
1663,7407
1664,1889
1664,1942
1664,2468
1664,2894
1664,4999
1664,5068
1665,4618
1665,6524
1666,282
1666,284
1666,1942
1666,2216
1666,7153
1666,7843
1667,8613
1668,3772
1668,6731
1668,6758
1668,8115
1669,3710
1669,3879
1669,6709
1670,1157
1670,1209
1670,3515
1670,6774
1670,8574
1671,2054
1671,6480
1671,8664
1672,2686
1672,3824
1672,5195
1672,6975
1672,7561
1673,1216
1673,6237
1673,8464
1674,2361
1674,5401
1674,7373
1674,8531
1675,622
1675,4992
1675,7581
1675,7633
1676,1084
1676,1975
1676,2582
1676,5494
1676,6675
1676,8477
1677,1972
1677,3004
1677,3482
1677,3542
1677,5645
1677,5799
1678,1753
1678,2103
1678,3579
1679,655
1679,2692
1679,2982
1679,4467
1680,2115
1680,5065
1680,7377
1681,569
1681,599
1681,3134
1681,4484
1681,7089
1681,7245
1681,8054
1682,2290
1682,6559
1682,6795
1682,8239
1683,908
1683,5926
1683,6262
1683,8604
1684,2035
1684,7699
1685,3248
1685,5076
1685,6212
1685,8489
1686,2508
1686,5528
1687,812
1687,1279
1687,3819
1687,4031
1687,4983
1687,5505
1687,6494
1687,7265
1688,1906
1688,2698
1688,2995
1688,3061
1689,2654
1689,5055
1690,2954
1690,5287
1690,8775
1691,3695
1691,6989
1691,7325
1691,8186
1692,2129
1692,3676
1692,5543
1692,5670
1692,6324
1693,6562
1693,8502
1694,256
1694,2271
1694,4654
1694,6377
1695,1203
1695,1293
1695,2357
1695,6246
1695,8335
1696,3016
1696,4106
1697,3043
1697,3217
1697,3571
1697,6473
1697,6902
1698,437
1698,2347
1698,2579
1698,3597
1698,4497
1698,6811
1698,7349
1699,2051
1699,2936
1700,1923
1700,4962
1700,7517
1701,8741
1702,1502
1702,1531
1702,5925
1702,8026
1703,8235
1704,2763
1704,5059
1705,2527
1705,4529
1706,2670
1706,2805
1706,2993
1706,3173
1706,5991
1706,6569
1706,7064
1706,7766
1707,5532
1707,5930
1707,8256
1708,675
1708,4113
1709,465
1709,6233
1709,6918
1710,1331
1710,2078
1710,3027
1710,8645
1711,745
1711,1095
1711,1229
1711,3305
1711,3761
1712,3842
1712,4337
1712,5818
1713,954
1713,1532
1713,3239
1713,3454
1713,5788
1713,6269
1714,1141
1714,4019
1714,5944
1714,6826
1714,8008
1715,497
1715,1334
1715,1583
1716,5345
1716,8160
1717,4746
1717,5040
1717,5231
1717,6521
1717,7122
1718,1972
1718,4950
1719,3132
1719,3551
1719,3574
1719,5691
1719,7754
1719,7913
1720,1623
1720,2287
1720,4013
1720,5258
1720,6489
1720,7774
1721,6293
1721,6594
1721,6654
1722,1815
1722,4874
1722,6464
1723,6880
1723,7431
1723,8767
1724,1196
1724,2626
1724,5209
1724,6634
1724,8190
1725,982
1725,3944
1725,5933
1726,10
1726,919
1726,2590
1726,5410
1726,7054
1726,8721
1727,4231
1727,7203
1728,5654
1728,6810
1728,8445
1728,8594
1729,365
1729,6365
1729,7934
1730,3033
1730,6089
1730,7610
1731,2229
1731,3343
1731,4020
1731,4947
1732,355
1732,798
1732,5574
1733,376
1733,2354
1734,4964
1734,5122
1735,1200
1735,5232
1736,3652
1736,5659
1737,6533
1738,2143
1738,2468
1739,6071
1739,6284
1739,7554
1740,8438
1741,1740
1741,4696
1741,7739
1742,4940
1742,5229
1742,7462
1742,7803
1743,2184
1743,3961
1743,5365
1743,8362
1744,1638
1744,7643
1745,2008
1745,3632
1745,5040
1745,7657
1746,4383
1746,5074
1747,1159
1747,7367
1748,4062
1748,6476
1748,7785
1749,887
1749,2309
1749,2536
1749,5246
1750,1587
1750,3092
1750,6437
1751,830
1751,1041
1751,1521
1751,2650
1751,6419
1752,1591
1752,4755
1753,1706
1753,2825
1753,6294
1754,136
1754,4251
1754,4499
1754,6851
1754,8261
1755,4068
1756,2617
1756,4971
1756,7656
1756,8426
1757,1851
1757,5365
1758,3580
1758,5124
1759,2594
1759,3111
1759,4422
1760,2611
1760,5843
1760,7310
1761,6207
1761,6682
1761,8164
1762,3250
1762,8241
1762,8434
1763,7159
1763,7649
1764,2199
1764,4595
1764,8172
1765,5056
1765,5253
1765,7803
1766,1068
1766,3350
1766,4832
1766,8149
1767,380
1767,7279
1767,8288
1768,1476
1768,8111
1769,5071
1769,6443
1770,1318
1770,2382
1770,2962
1770,8282
1771,5704
1771,7243
1771,7492
1772,3945
1772,7561
1773,3525
1773,6748
1773,6822
1774,1601
1774,2090
1774,5782
1774,6184
1774,7758
1775,798
1775,2843
1775,6728
1776,829
1776,2208
1776,4438
1776,5225
1776,7517
1776,8584
1777,4610
1777,8374
1778,484
1778,1554
1778,1848
1778,3129
1778,5713
1778,8109
1779,6249
1779,7711
1780,2240
1780,4682
1780,5533
1780,7821
1781,4637
1781,8794
1782,134
1782,4995
1782,6137
1783,1762
1783,2277
1783,6521
1783,7937
1784,4924
1784,7061
1785,33
1785,2195
1785,7545
1785,8668
1786,2208
1786,2364
1786,4334
1786,7996
1787,1641
1787,5993
1787,8232
1788,1090
1788,1666
1788,1956
1788,6607
1788,6989
1788,7663
1789,689
1789,3339
1789,3463
1789,5657
1789,5996
1790,742
1790,1741
1790,2076
1790,5385
1790,8614
1791,5014
1791,6564
1791,8736
1792,839
1792,8170
1793,2648
1793,3190
1793,3627
1793,5958
1794,1842
1794,4020
1794,4076
1794,4293
1794,5940
1794,6428
1794,8351
1795,908
1795,4729
1795,5753
1795,7673
1796,1205
1796,8474
1797,6330
1797,7606
1798,61
1798,7882
1798,8262
1799,1888
1799,7379
1800,2304
1800,4583
1801,1368
1801,1947
1801,2758
1802,336
1802,2109
1802,2230
1802,2816
1802,4396
1802,4836
1802,7435
1803,1585
1803,7503
1803,7763
1804,3206
1804,6454
1805,2321
1805,4856
1805,6043
1805,6115
1805,7267
1805,7445
1806,387
1806,4371
1806,5556
1807,1465
1807,4585
1807,5991
1808,1205
1808,1818
1808,2364
1808,5221
1808,7267
1808,7705
1808,8159
1809,3151
1809,3262
1810,8342
1811,6123
1811,6577
1812,3088
1812,3839
1812,8194
1813,660
1814,743
1814,5037
1814,7107
1815,9
1815,638
1816,2246
1817,2919
1817,3002
1817,4865
1817,5457
1817,5508
1817,7361
1818,274
1818,2317
1818,3187
1818,4677
1818,7285
1818,7762
1819,5642
1819,8509
1820,4554
1820,5801
1820,6932
1820,7488
1821,1353
1821,2441
1821,5626
1821,5644
1821,6204
1821,6658
1822,1293
1822,6962
1822,8447
1823,84
1823,2291
1824,3324
1824,5374
1824,7287
1825,5219
1825,5261
1825,6853
1826,2663
1826,6079
1827,1156
1827,1824
1827,6439
1828,663
1828,3773
1828,4824
1828,4903
1829,5512
1830,51
1830,499
1830,8312
1831,895
1831,5533
1831,8352
1831,8660
1832,1656
1832,4471
1832,8722
1833,17
1833,8026
1834,1060
1834,2355
1834,4912
1834,5724
1834,8765
1835,4504
1835,7781
1835,8316
1836,273
1836,784
1836,8648
1837,2271
1837,6036
1838,5428
1838,7363
1839,1796
1839,2573
1839,3329
1839,3371
1840,440
1840,577
1840,770
1840,916
1840,6825
1840,8250
1841,2139
1841,5041
1841,6830
1841,8567
1842,297
1842,437
1842,4624
1842,5068
1843,378
1843,4023
1843,7776
1844,337
1844,862
1844,1386
1844,2865
1844,4351
1845,3729
1845,6619
1845,8419
1846,842
1846,3015
1846,5282
1847,5251
1847,5528
1847,7872
1848,1189
1848,2117
1848,2486
1848,2794
1848,5165
1849,101
1849,2497
1849,6944
1849,8590
1850,643
1850,3045
1850,6230
1850,6866
1850,7433
1851,1505
1851,1507
1851,1786
1851,2422
1851,3791
1851,7215
1852,1709
1852,3969
1852,6633
1853,518
1853,7712
1854,365
1854,529
1854,1801
1854,2492
1854,4107
1855,756
1855,3126
1855,3795
1855,7908
1856,311
1856,5349
1857,5037
1857,5755
1857,6935
1857,7226
1858,661
1858,1847
1858,1978
1858,2023
1858,3714
1858,5140
1858,5487
1858,7667
1858,8100
1859,8
1859,6862
1860,2482
1861,6766
1861,6768
1861,8207
1862,3341
1862,8029
1863,5874
1863,6724
1863,7613
1864,2859
1864,6838
1864,8222
1865,3718
1865,3997
1865,6678
1865,7059
1865,7727
1866,352
1866,1021
1866,1607
1866,3113
1867,2263
1867,5130
1867,6269
1868,459
1868,4121
1868,4913
1868,7047
1868,7726
1868,8499
1869,2795
1869,3398
1870,2261
1870,5326
1870,6112
1870,7587
1871,6092
1871,7838
1871,8607
1872,8610
1873,434
1873,768
1873,2550
1873,6174
1874,624
1874,5141
1874,7286
1875,2838
1875,5001
1875,7097
1875,7434
1876,880
1876,7532
1877,1637
1877,4996
1877,8735
1878,665
1878,5442
1878,5609
1878,8701
1879,1384
1879,1932
1879,2723
1879,5805
1880,1974
1880,4164
1880,4332
1880,5424
1881,5007
1881,7933
1882,3151
1883,2053
1883,4039
1883,8742
1884,3001
1884,4572
1885,4891
1886,675
1886,3685
1887,4877
1887,5999
1888,4565
1888,4736
1889,844
1889,3397
1889,4997
1890,5504
1890,8012
1891,2206
1891,4233
1891,5195
1891,7011
1891,7182
1892,428
1892,3937
1892,4447
1892,6217
1892,7469
1892,7862
1893,1632
1893,5715
1894,4481
1894,6238
1895,1837
1895,4716
1895,6730
1896,1997
1896,8001
1897,775
1897,805
1897,3877
1897,6221
1898,1227
1898,3534
1898,3982
1898,4566
1898,6465
1899,1582
1899,3494
1899,5655
1899,7110
1900,995
1900,2400
1900,3547
1901,1508
1901,4759
1901,5837
1901,8399
1902,223
1902,508
1902,690
1902,6567
1903,1645
1903,3317
1903,4713
1903,7181
1904,1295
1904,3503
1905,3667
1905,5675
1905,8249
1906,348
1906,1086
1906,2501
1906,7142
1906,7248
1907,1876
1907,4202
1908,6479
1908,7850
1909,3506
1909,3560
1910,3311
1910,3445
1910,7215
1911,1475
1911,4279
1911,4443
1912,3663
1912,4451
1913,2250
1913,5026
1913,5121
1914,1634
1914,1790
1914,5519
1914,7939
1915,306
1915,3921
1915,6133
1915,8452
1916,153
1916,3973
1916,4352
1916,6980
1917,832
1918,3514
1918,7102
1918,8701
1919,741
1919,3698
1920,1358
1920,3815
1920,8307
1921,861
1921,1428
1921,2027
1921,5264
1921,6487
1922,1642
1923,2431
1923,3432
1923,5246
1923,6149
1923,6772
1924,475
1924,5412
1924,7459
1924,7716
1925,32
1925,4265
1925,5506
1925,7740
1926,476
1926,1648
1926,2276
1926,7214
1926,8773
1927,2253
1927,4694
1927,6048
1927,6052
1928,85
1928,4256
1928,6581
1928,7288
1929,2588
1929,3904
1929,4873
1930,2188
1930,6667
1931,7794
1932,6767
1932,7823
1933,3268
1933,6929
1934,1834
1934,4707
1935,5263
1935,5953
1935,7945
1935,8738
1936,104
1936,282
1936,4677
1936,7196
1936,8314
1937,349
1937,970
1937,2486
1937,6405
1937,7021
1937,7249
1938,853
1938,1466
1938,2729
1939,113
1939,3805
1940,2613
1940,8221
1940,8766
1940,8768
1941,612
1941,2346
1942,2869
1942,3344
1943,5385
1943,6760
1943,6847
1944,473
1944,2881
1945,596
1945,5355
1946,1351
1946,1755
1946,6041
1946,6505
1947,8117
1947,8806
1948,3053
1949,1916
1949,3554
1949,4743
1950,614
1951,152
1951,6984
1951,7271
1952,2161
1952,4522
1952,4782
1952,4889
1953,1759
1953,2988
1953,5584
1954,5490
1955,1861
1955,2790
1955,3993
1955,4663
1955,6684
1956,1079
1956,7445
1957,1306
1957,5024
1957,8591
1958,2728
1958,6505
1958,8093
1959,2199
1959,7877
1960,8262
1961,926
1961,2871
1961,7669
1962,2196
1962,4055
1962,4471
1962,7985
1962,8041
1963,1082
1963,3160
1963,3875
1963,5919
1963,6029
1964,1846
1964,2588
1964,8138
1964,8539
1965,5418
1966,2663
1967,5098
1967,6536
1967,6947
1967,7519
1967,8402
1968,4216
1968,6057
1968,7394
1969,3051
1970,231
1970,2308
1970,2503
1970,5420
1970,6721
1971,272
1971,331
1971,3827
1971,4553
1971,5524
1971,7831
1972,3777
1972,4834
1972,5092
1973,2886
1973,3165
1973,6443
1973,8693
1974,2021
1974,2876
1975,6644
1975,7292
1976,724
1976,1498
1976,3825
1976,7008
1976,8725
1977,4634
1977,8103
1977,8443
1977,8634
1978,4408
1978,4980
1978,5373
1978,7689
1979,1370
1979,1422
1980,88
1980,6568
1980,7848
1981,1563
1981,7140
1981,7143
1982,2898
1982,3028
1982,3556
1982,6413
1983,989
1983,2304
1983,5528
1983,7529
1984,1260
1984,4981
1984,7823
1985,2538
1985,3373
1985,5302
1985,6152
1985,7845
1986,4065
1987,112
1987,2662
1987,3453
1987,4534
1987,4735
1987,6055
1987,6411
1987,8280
1988,4273
1988,4937
1988,7803
1988,8392
1989,1570
1989,6285
1989,6878
1989,8027
1989,8110
1990,3859
1990,4809
1990,7836
1991,229
1991,1220
1991,2141
1991,3164
1991,7320
1992,2420
1992,2629
1992,4375
1992,5931
1992,6556
1993,1406
1993,1552
1993,2254
1993,2702
1993,4165
1993,5401
1993,6904
1994,1199
1994,2238
1994,3468
1994,4948
1995,188
1995,3468
1996,1301
1996,4139
1996,4286
1997,341
1997,2607
1997,4007
1997,5891
1997,7871
1998,3872
1998,4462
1998,7056
1999,1018
1999,8524
2000,1937
2000,3722
2000,5386
2000,8578
2001,7626
2001,8632
2001,8653
2002,98
2002,5027
2002,7302
2002,7591
2002,8675
2003,167
2003,1182
2003,2332
2003,2617
2004,138
2004,757
2004,3330
2004,5140
2004,6266
2004,6643
2005,467
2005,1093
2005,4260
2005,4557
2005,6806
2005,8234
2006,131
2006,5096
2006,7432
2007,1924
2007,5321
2007,6948
2008,557
2008,3742
2008,3787
2008,4834
2008,6633
2009,6022
2009,6689
2009,7741
2009,8807
2010,3619
2010,6195
2010,7279
2010,7456
2011,2385
2011,2484
2011,3591
2012,2189
2012,3158
2012,5088
2012,7863
2013,144
2013,2140
2013,3462
2013,6075
2013,6192
2013,7835
2014,2510
2014,8660
2015,2540
2015,5270
2015,7455
2016,46
2016,2220
2016,6122
2017,4117
2017,5636
2017,6438
2017,6814
2017,8162
2018,2058
2018,4184
2018,5686
2018,6458
2018,7715
2018,8022
2019,429
2019,4784
2019,8807
2020,3579
2021,4055
2021,4061
2022,1342
2022,3971
2022,5043
2023,684
2023,4459
2023,5976
2023,8610
2024,4898
2024,6775
2024,7320
2025,321
2025,873
2025,8654
2026,554
2026,3348
2026,3380
2026,5928
2027,1230
2027,1280
2027,2645
2027,6961
2028,1839
2028,7165
2029,1012
2029,1725
2029,3845
2030,8282
2031,2580
2031,3313
2031,7112
2032,4010
2032,4521
2032,7278
2032,8793
2033,2456
2034,2696
2034,3823
2034,6161
2035,3645
2035,4926
2035,5376
2036,1273
2036,8526
2037,147
2037,718
2037,2872
2037,5742
2037,6037
2037,7240
2037,8571
2038,1905
2038,4763
2039,2171
2039,2939
2039,3366
2040,1820
2040,3441
2040,5590
2040,8009
2040,8012
2041,1490
2041,2943
2041,6853
2041,7120
2041,8006
2042,6625
2042,8362
2043,4834
2043,7299
2044,912
2045,7430
2045,8461
2046,2162
2047,2525
2047,3372
2047,8410
2048,763
2048,4847
2048,6173
2048,6807
2049,2834
2049,5310
2049,7485
2050,946
2050,1665
2050,3373
2051,7576
2051,8797
2052,1299
2052,1876
2052,4050
2052,5050
2053,203
2053,357
2053,2853
2053,3925
2053,6813
2054,6488
2055,2876
2055,4170
2056,50
2056,4429
2056,5649
2057,1494
2057,3571
2058,1197
2058,8740
2059,743
2059,3749
2059,5844
2059,7883
2060,3
2060,2257
2060,4909
2060,5478
2060,6942
2060,8577
2061,5645
2062,1045
2062,4395
2062,8321
2063,988
2063,4928
2063,8134
2064,1131
2064,1553
2064,6277
2065,2155
2065,2886
2065,6748
2065,7735
2065,7817
2066,51
2066,520
2066,4003
2066,6299
2067,612
2067,4704
2067,8050
2068,6699
2068,6975
2069,2039
2069,2949
2070,2219
2070,2326
2070,2868
2070,5875
2071,3147
2071,3398
2071,6888
2072,6136
2073,710
2073,2101
2073,6267
2073,6303
2073,8715
2074,201
2074,3335
2074,6715
2074,7349
2075,1928
2075,4687
2075,5932
2075,6185
2076,4827
2076,6155
2077,171
2077,1315
2077,6486
2077,7416
2078,2179
2079,2523
2079,5698
2080,1944
2081,2925
2081,5580
2082,4168
2082,8087
2082,8803
2083,6440
2083,6969
2083,7168
2084,917
2084,4055
2084,5265
2084,5412
2084,8665
2085,1993
2085,2087
2085,5006
2085,5263
2086,3649
2086,4093
2086,6370
2087,57
2087,2699
2087,3320
2087,4924
2087,8309
2088,373
2088,3011
2088,7705
2088,8605
2089,4202
2089,4889
2089,5390
2089,5767
2089,8154
2090,2131
2090,5189
2090,7586
2091,598
2091,2714
2091,2917
2091,6949
2092,5327
2092,5587
2092,5712
2092,8336
2092,8716
2093,1849
2093,6215
2094,3763
2094,5842
2094,8223
2095,815
2095,3547
2095,4056
2095,6602
2096,6543
2096,6667
2096,7547
2096,7569
2096,7760
2096,8213
2097,4830
2097,5672
2098,257
2098,2542
2098,2994
2098,8586
2098,8753
2099,4517
2100,3089
2101,1849
2101,6785
2102,528
2103,6869
2104,257
2104,2820
2105,3944
2105,4804
2105,5417
2106,1634
2106,3377
2107,1103
2107,1492
2107,6809
2108,1654
2108,2627
2108,6234
2109,265
2109,551
2109,1196
2109,1664
2109,2654
2109,4413
2110,7315
2110,8614
2111,798
2111,1745
2111,1975
2111,7804
2111,8292
2112,4010
2112,4479
2112,5163
2113,725
2113,1693
2113,7800
2114,2565
2114,5955
2114,6591
2115,5417
2115,6627
2115,7192
2116,2709
2116,3840
2116,6928
2117,3560
2117,3996
2117,7344
2118,925
2118,4519
2119,1449
2119,2296
2119,2908
2119,5113
2119,7914
2119,8175
2120,8256
2121,3652
2121,4740
2121,4972
2122,3837
2122,4184
2122,6272
2123,156
2123,567
2123,1896
2123,5225
2123,5403
2124,4434
2124,5254
2124,8428
2125,3882
2126,768
2126,1157
2126,1558
2126,1739
2126,3849
2126,4945
2126,5967
2127,2348
2127,2536
2127,2548
2127,2669
2127,3735
2127,7068
2128,300
2128,2412
2128,4279
2128,7166
2128,8541
2128,8609
2129,3622
2129,7841
2130,3716
2130,6776
2131,998
2131,2664
2131,4924
2131,4983
2131,8804
2132,2606
2132,2680
2132,3509
2132,4509
2132,8667
2133,999
2133,2784
2134,848
2134,1915
2134,2870
2134,6782
2135,7000
2136,664
2136,2843
2136,3315
2136,6256
2136,6267
2136,7504
2136,8121
2137,516
2137,769
2137,2610
2137,3726
2137,5850
2138,5643
2139,4160
2139,6245
2139,6565
2139,6910
2140,8593
2141,4949
2141,5223
2142,6822
2143,5964
2143,6689
2144,2445
2144,2831
2144,3674
2144,5204
2144,5630
2144,7680
2145,1658
2145,3859
2145,4787
2145,4914
2146,1737
2146,4420
2146,6168
2146,7005
2146,7852
2147,1112
2147,3013
2147,5321
2147,5595
2148,2041
2148,2652
2148,7759
2148,8803
2149,3949
2149,5615
2150,3693
2150,6745
2150,6924
2150,8021
2151,3548
2151,4928
2151,6659
2152,2366
2152,4918
2153,723
2153,1519
2153,7487
2153,7587
2153,8532
2154,945
2154,1677
2154,7733
2155,492
2155,1424
2155,6762
2156,2689
2156,6825
2156,7356
2157,4322
2157,8471
2157,8684
2158,2197
2158,2389
2158,6751
2159,373
2159,4053
2159,6364
2160,3615
2160,3979
2160,7067
2160,7876
2161,820
2161,4178
2161,4758
2162,2728
2162,3332
2162,4648
2162,4854
2162,7537
2163,5412
2164,1296
2164,2339
2165,2442
2165,5987
2165,7370
2165,8720
2166,2602
2166,6004
2166,6080
2167,1515
2167,1592
2167,2930
2167,5037
2167,6988
2168,4598
2168,8776
2169,2916
2169,3121
2169,3491
2169,7954
2169,8423
2170,845
2170,3202
2170,4980
2170,6122
2170,7034
2171,4399
2172,6180
2173,648
2174,1193
2174,5716
2174,7703
2175,3083
2176,703
2176,1939
2176,3556
2177,2976
2177,6133
2177,7855
2178,1704
2178,1947
2178,2453
2178,3423
2178,7962
2179,132
2179,3221
2179,3377
2179,5456
2179,8760
2180,264
2180,4968
2180,6102
2181,252
2181,1036
2181,6520
2181,8524
2182,2901
2182,3471
2183,2161
2183,3114
2184,1923
2184,2479
2184,7746
2185,1365
2185,4380
2185,7847
2186,469
2186,3975
2186,6847
2187,3351
2187,4703
2188,263
2188,6059
2188,6499
2188,6961
2188,7577
2188,8161
2189,3922
2190,5162
2190,5270
2191,4638
2192,5225
2192,6237
2192,7995
2193,6076
2193,7640
2193,8302
2194,1883
2194,2166
2194,8744
2195,5887
2195,6835
2195,8729
2196,3031
2196,5054
2197,4286
2198,5893
2198,6622
2199,773
2199,2088
2199,4116
2199,8402
2200,1952
2200,3854
2200,8148
2201,650
2201,5659
2201,7636
2201,8118
2202,1616
2203,7693
2204,5247
2205,199
2205,618
2205,1664
2205,2929
2205,3329
2205,6007
2206,1394
2206,3196
2206,5112
2206,5957
2206,6074
2206,6732
2206,7727
2207,3157
2207,3578
2207,3748
2207,4081
2207,4937
2207,5127
2208,4428
2208,6782
2209,750
2209,2629
2209,5242
2209,5659
2210,3626
2211,2391
2211,6768
2212,266
2212,1777
2212,2791
2213,276
2213,370
2213,2933
2213,4273
2214,304
2214,6842
2215,4376
2215,4837
2216,845
2216,1001
2216,2498
2216,7358
2217,3215
2217,8760
2218,5405
2218,7522
2218,8783
2219,3769
2219,6440
2219,6779
2220,576
2220,5527
2220,6224
2220,8084
2221,2320
2221,3634
2221,4027
2221,4728
2221,6413
2221,8180
2221,8561
2222,8181
2223,870
2223,4735
2223,5531
2223,5902
2223,6430
2224,4217
2224,5940
2224,6942
2224,8762
2225,8006
2226,278
2226,5915
2226,8038
2227,1507
2227,7551
2228,1644
2228,2757
2228,3269
2228,3965
2229,5771
2229,8357
2230,2774
2230,4455
2230,5377
2231,2294
2231,8410
2232,2026
2232,6990
2232,8001
2233,3016
2234,83
2234,963
2234,2447
2234,5489
2235,2236
2235,3480
2235,5244
2235,8585
2236,555
2236,1512
2237,1218
2238,795
2238,6687
2239,105
2239,2515
2239,3073
2239,4111
2239,7310
2240,1103
2240,2554
2240,6757
2241,1429
2241,2253
2241,7471
2241,7857
2242,162
2242,463
2242,3792
2242,7891
2242,8770
2243,432
2243,1114
2243,1550
2243,2490
2243,4783
2244,2475
2244,7361
2244,7974
2245,150
2245,1313
2245,1995
2246,3584
2246,5207
2246,7758
2247,320
2247,938
2247,5619
2247,7364
2247,8286
2248,1402
2248,4814
2248,7073
2248,7472
2249,1823
2249,5394
2249,6115
2249,8439
2250,991
2251,2734
2251,6360
2251,7917
2252,3043
2252,6234
2252,7994
2253,258
2253,1360
2253,3372
2253,5492
2254,109
2254,866
2254,5515
2254,7265
2255,3155
2255,4210
2255,7293
2255,8720
2256,6740
2256,8243
2257,195
2257,3126
2257,3305
2257,3711
2257,4666
2257,5433
2258,275
2258,3256
2259,8674
2260,1713
2260,3478
2260,4502
2261,3241
2261,8778
2262,532
2262,1255
2262,4129
2262,4698
2262,5435
2262,6054
2263,281
2263,2240
2263,2301
2263,2345
2263,4253
2264,5068
2264,6900
2264,8229
2265,3732
2265,4638
2265,5146
2265,6555
2265,7055
2266,1846
2266,2938
2266,5104
2267,1754
2267,7308
2268,1579
2268,7802
2268,8218
2269,7631
2269,8432
2269,8592
2270,2440
2270,4999
2270,7629
2271,893
2271,3949
2272,3145
2272,3591
2272,6878
2273,1761
2273,2106
2273,7022
2273,8198
2273,8626
2274,2696
2274,4136
2275,5808
2276,2179
2276,2375
2276,2884
2276,4380
2276,5416
2276,6765
2277,989
2277,2623
2277,3314
2277,4020
2277,4130
2277,6503
2277,6883
2278,1295
2278,2362
2278,6066
2278,6295
2279,5203
2279,6113
2279,7092
2280,1365
2280,3603
2280,6653
2281,267
2281,4950
2281,4964
2281,7521
2282,2371
2282,3569
2282,3985
2282,4324
2282,4473
2282,7701
2283,1015
2283,1057
2283,3701
2283,4719
2284,345
2284,3464
2284,4915
2284,7984
2285,1321
2285,2415
2285,4807
2286,520
2286,1348
2286,4019
2286,5398
2286,7737
2287,1532
2288,5173
2288,6641
2289,2888
2289,2901
2289,6214
2290,332
2290,1087
2290,1760
2290,4894
2290,6180
2291,5177
2291,5563
2291,6173
2291,7799
2292,920
2292,2896
2293,155
2293,3416
2293,4762
2294,83
2294,2716
2294,2808
2294,2922
2294,6841
2295,1355
2295,2072
2295,5953
2295,6145
2296,1056
2296,1651
2296,4316
2296,4520
2296,8190
2297,288
2297,1506
2297,2073
2297,3611
2297,7110
2298,5428
2299,1563
2299,2237
2299,5752
2300,5570
2300,8654
2301,698
2301,6149
2301,7662
2301,7862
2302,3765
2302,5908
2302,6558
2303,3464
2304,1885
2304,4087
2304,7791
2305,746
2305,4442
2306,747
2306,763
2306,2643
2306,6112
2306,7957
2306,8701
2307,1219
2307,2268
2307,7851
2308,653
2308,4169
2308,4594
2308,6783
2308,7552
